title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
3JD.HOME,南投排名第 90 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d10593066-Reviews-3JD_Home-Yuchi_Nantou.html,23.89784812927246,120.93873596191406,"NT$2,261",新店巷26-1號,3.5,南投,魚池,"NT$2,577 - NT$5,247",5.0,11,https://media-cdn.tripadvisor.com/media/photo-s/0b/ec/71/94/getlstd-property-photo.jpg,"套房, 小廚房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐","NT$2,261"
日月潭晶澤會館二館,南投排名第 91 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2614643-Reviews-The_Crystal_Inn_Sun_Moon_Lake-Yuchi_Nantou.html,23.84925079345703,120.93060302734375,"NT$1,574",魚池鄉日月村文化街110號,3.0,南投,魚池,"NT$1,697 - NT$3,079",3.5,23,https://media-cdn.tripadvisor.com/media/photo-s/15/05/e3/05/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 迷你吧, 冰箱","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 酒吧/酒廊, 會議室, 禮賓服務, 禁菸飯店, 自助式洗衣, 無線網路, 公用無線網路, 網際網路, 餐廳",
晴海冷泉汽車旅館,南投排名第 92 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806742-d2323371-Reviews-Qin_Hai_Motel-Mingjian_Nantou.html,23.88149070739746,120.6923599243164,"NT$1,720",名間鄉彰南路556號,3.5,南投,名間,"NT$2,042 - NT$4,336",4.0,8,https://media-cdn.tripadvisor.com/media/photo-s/03/09/e5/02/caption.jpg,客房服務,"無線網路, 公用無線網路, 網際網路, 浴缸",
鎮寶大飯店,南投排名第 93 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d478044-Reviews-Cheng_Pao_Hotel-Jiji_Nantou.html,23.828035354614258,120.7817611694336,"NT$1,646",埔里鎮忠孝路299號,3.5,南投,集集,"NT$1,885 - NT$2,796",3.5,37,https://media-cdn.tripadvisor.com/media/photo-s/10/7b/52/be/caption.jpg,"禁菸客房, 家庭房","免費高速上網 (WiFi), 免費網際網路, 游泳池, 有健身房的健身中心, 提供上網服務的商務中心, 會議室, 禁菸飯店, 乾洗服務, 無線網路, 網際網路","NT$1,646"
可可摩鐵時尚旅店,南投排名第 94 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d7965524-Reviews-CoCo_Motel_Boutique-Puli_Nantou.html,23.98126983642578,120.96502685546875,"NT$1,280",埔里鎮中正路980巷110號,3.5,南投,埔里,"NT$1,571 - NT$2,577",4.0,12,https://media-cdn.tripadvisor.com/media/photo-s/14/20/12/2f/caption.jpg,"禁菸客房, 套房, 家庭房, 有吸菸房, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 餐廳, 允許攜帶寵物 (可帶狗/寵物), 禮賓服務, 禁菸飯店, 無線網路, 公用無線網路, 網際網路, 提供早餐",
山月景緻汽車旅館,南投排名第 95 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792753-d6453184-Reviews-Ease_Motel-Caotun_Nantou.html,23.991971969604492,120.68744659423828,"NT$2,268",草屯鎮中正路1155號,3.5,南投,草屯,"NT$2,042 - NT$4,587",4.0,13,https://media-cdn.tripadvisor.com/media/photo-s/0e/15/b7/07/getlstd-property-photo.jpg,"禁菸客房, 套房, 空調設施, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 禁菸飯店, 洗衣服務, 網際網路",
清境竣悅空中花園渡假山莊,南投排名第 96 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d590184-Reviews-Jun_Yue_Hanging_Garden_Resort-Ren_ai_Township_Nantou.html,24.07053565979004,121.16747283935547,"NT$2,441",仁和路228號,3.5,南投,仁愛鄉,"NT$2,828 - NT$6,064",3.5,32,https://media-cdn.tripadvisor.com/media/photo-s/11/60/b5/2f/caption.jpg,"禁菸客房, 家庭房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 會議室, 禁菸飯店, 公用無線網路, 網際網路","NT$2,441"
瑞居渡假飯店,南投排名第 97 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12056119-Reviews-The_Deer_Resort-Yuchi_Nantou.html,23.919246673583984,120.91914367675781,"NT$1,511",魚池鄉大雁村大雁巷47-9號,3.5,南投,魚池,"NT$2,231 - NT$5,467",4.0,9,https://media-cdn.tripadvisor.com/media/photo-s/11/13/d9/d4/caption.jpg,,,"NT$1,511"
清境布拉格民宿,南投排名第 98 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d4583683-Reviews-Bulag_B_B-Ren_ai_Township_Nantou.html,24.073055267333984,121.16915130615234,"NT$2,737",仁愛鄉仁和路184號,,南投,仁愛鄉,"NT$2,231 - NT$4,242",4.0,8,https://media-cdn.tripadvisor.com/media/photo-s/11/42/8e/47/photo2jpg.jpg,,,
水漾民宿 ,南投排名第 99 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2247102-Reviews-Shui_Yang_Boatel_Hotel-Yuchi_Nantou.html,23.84736442565918,120.92901611328125,"NT$1,722",魚池鄉豐年街56號 ,3.0,南投,魚池,"NT$2,074 - NT$6,567",4.0,13,https://media-cdn.tripadvisor.com/media/photo-s/0c/df/31/62/photo3jpg.jpg,,客房服務,
嘎巴暮暮会馆,南投排名第 100 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d13293168-Reviews-Kapamumu_B_B-Yuchi_Nantou.html,23.847339630126953,120.93267059326172,"NT$1,752",魚池鄉日月村中正路291號,3.5,南投,魚池,"NT$2,105 - NT$4,179",5.0,4,https://media-cdn.tripadvisor.com/media/photo-s/12/3e/b5/40/caption.jpg,"禁菸客房, 套房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 禁菸飯店",
喜莯民宿,南投排名第 101 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d14138188-Reviews-SeeMoonB_B-Yuchi_Nantou.html,23.8485107421875,120.93116760253906,"NT$2,403",日月街83號,3.0,南投,魚池,"NT$2,388 - NT$4,650",5.0,5,https://media-cdn.tripadvisor.com/media/photo-s/15/29/67/15/photo2jpg.jpg,,,
曼陀鄉民宿 ,南投排名第 102 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806711-d2246984-Reviews-Hsitou_Man_Tuo_Xiang_Homestay-Lugu_Nantou.html,23.73784065246582,120.76151275634766,"NT$2,174",鹿谷鄉興產路1-15號 ,,南投,鹿谷,-NT$1,4.5,7,https://media-cdn.tripadvisor.com/media/photo-s/05/d8/bc/90/caption.jpg,,,
水雲天飯店,南投排名第 103 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d11949346-Reviews-Crystal_Hotel-Puli_Nantou.html,23.96744155883789,120.96381378173828,"NT$1,645",埔里鎮仁愛路7號,3.0,南投,埔里,"NT$1,602 - NT$2,954",4.5,6,https://media-cdn.tripadvisor.com/media/photo-s/13/89/69/8a/caption.jpg,,,
清境蕓蘆景觀渡假山莊,南投排名第 104 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806757-d4974912-Reviews-Winlu_Vacation_Farm-Nantou_City_Nantou.html,24.057384490966797,121.1768569946289,"NT$2,165",仁愛鄉大同村仁和路179附2號,,南投,南投市,"NT$2,419 - NT$4,807",4.0,20,https://media-cdn.tripadvisor.com/media/photo-s/08/86/aa/2e/caption.jpg,,"餐廳, 兒童活動 (適合兒童/家庭), 允許攜帶寵物 (可帶狗/寵物)",
南投天泉溫泉會館,南投排名第 105 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2613419-Reviews-The_Solas_Hot_Spring_Resort-Puli_Nantou.html,23.960506439208984,120.99974822998047,"NT$2,733",埔里鎮鯉魚路37-1號,3.0,南投,埔里,"NT$3,016 - NT$5,499",4.5,7,https://media-cdn.tripadvisor.com/media/photo-s/0e/8d/ca/14/caption.jpg,"禁菸客房, 空調設施, 冰箱","無線網路, 網際網路, 有健身房的健身中心, 餐廳, Spa, 禁菸飯店","NT$2,733"
一茶一宿,南投排名第 106 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12933071-Reviews-Ace_House-Yuchi_Nantou.html,23.848249435424805,120.93231201171875,"NT$1,983",魚池鄉瑪蓋旦街8號,3.0,南投,魚池,"NT$2,262 - NT$4,996",4.5,5,https://media-cdn.tripadvisor.com/media/photo-s/11/9c/43/cf/photo1jpg.jpg,,,
兜‧Dou House,南投排名第 107 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12661235-Reviews-Dou_House-Yuchi_Nantou.html,23.903059005737305,120.93338012695312,"NT$2,396",魚池鄉魚池村瓊文巷36-10號,3.5,南投,魚池,"NT$2,796 - NT$4,493",4.5,6,https://media-cdn.tripadvisor.com/media/photo-s/10/05/84/6e/dou-house.jpg,"禁菸客房, 套房, 家庭房, 空調設施","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 兒童活動 (適合兒童/家庭), 允許攜帶寵物 (可帶狗/寵物), 巴士接駁服務, 禁菸飯店, 無線網路, 網際網路","NT$2,657"
阿波羅飯店,南投排名第 108 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d6561263-Reviews-Apollo_Hotel-Puli_Nantou.html,23.959430694580078,120.96782684326172,"NT$1,493",民治一街1號,3.0,南投,埔里,"NT$1,728 - NT$3,268",3.5,20,https://media-cdn.tripadvisor.com/media/photo-s/0e/68/0d/16/caption.jpg,,禁菸客房,"NT$1,493"
湖岸風情渡假旅店,南投排名第 109 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d9707515-Reviews-Hu_An_The_Lakeside_House-Yuchi_Nantou.html,23.866859436035156,120.90689849853516,"NT$2,417",中山路291號,3.0,南投,魚池,"NT$2,765 - NT$3,990",4.5,6,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/18/b8/0b/df/facadeentrance.jpg,,,
漾之谷溫泉民宿 ,南投排名第 110 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246919-Reviews-The_Rippling_Vale_Mansion_Of_Hot_Spring-Puli_Nantou.html,23.98410987854004,121.01737213134766,"NT$2,072",埔里鎮中山路一段151號 ,,南投,埔里,"NT$2,168 - NT$3,896",4.5,10,https://media-cdn.tripadvisor.com/media/photo-s/03/2f/f8/c3/caption.jpg,,,
優勝美地景觀民宿,南投排名第 111 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d2247247-Reviews-Yosemite_Park_B_B-Ren_ai_Township_Nantou.html,24.024139404296875,121.19020080566406,"NT$2,511",仁愛鄉大同村榮光巷50號,3.0,南投,仁愛鄉,"NT$2,891 - NT$4,964",4.0,9,https://media-cdn.tripadvisor.com/media/photo-s/0a/24/39/52/fb-img-1453729532409.jpg,,,
南投大飯店,南投排名第 112 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806757-d5924562-Reviews-Nan_Tou_Hotel-Nantou_City_Nantou.html,23.90315055847168,120.69033813476562,"NT$1,646",南投市三和一路6號,3.0,南投,南投市,"NT$1,917 - NT$3,613",3.5,12,https://media-cdn.tripadvisor.com/media/photo-s/0d/e9/af/b5/photo0jpg.jpg,,"無線網路, 網際網路",
日月潭山明水秀民宿,南投排名第 113 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d7660445-Reviews-Green_Hills_Clear_Waters_B_B-Yuchi_Nantou.html,23.84902000427246,120.93167877197266,"NT$1,956",魚池鄉日月村光華街48號,3.0,南投,魚池,"NT$2,357 - NT$4,116",4.5,7,https://media-cdn.tripadvisor.com/media/photo-s/16/2f/b4/c5/getlstd-property-photo.jpg,"禁菸客房, 套房, 客房服務","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 禮賓服務, 禁菸飯店, 網際網路",
南投埔里景上景民宿,南投排名第 114 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246890-Reviews-View_On_View_Bed_And_Breakfast-Puli_Nantou.html,23.945812225341797,120.91510009765625,"NT$2,078",埔里鎮10鄰種瓜路45-3號 ,,南投,埔里,"NT$2,105 - NT$5,373",5.0,10,https://media-cdn.tripadvisor.com/media/photo-s/02/ef/f8/36/jingshangjing.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 公用無線網路, 網際網路, 提供早餐",
可倫巴B&B,南投排名第 115 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d13089298-Reviews-Kurumba_JiJi_B_B-Jiji_Nantou.html,23.825624465942383,120.79267883300781,"NT$1,908",集集鎮八張里八張街46號,3.0,南投,集集,"NT$2,262 - NT$4,367",5.0,4,https://media-cdn.tripadvisor.com/media/photo-s/11/6b/74/6a/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 餐廳, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 禁菸飯店, 無線網路, 公用無線網路, 網際網路",
清境羊角村鄉村民宿,南投排名第 116 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d4689608-Reviews-Cingjing_Sheep_Village_Country_Home_Stay-Ren_ai_Township_Nantou.html,24.060195922851562,121.16828155517578,"NT$3,178",仁和路179-6號,,南投,仁愛鄉,"NT$2,671 - NT$4,964",4.0,16,https://media-cdn.tripadvisor.com/media/photo-s/08/b1/73/4c/caption.jpg,,,
愛立家旅遊民宿,南投排名第 117 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d2247253-Reviews-Ailiga_Travel_Villa-Ren_ai_Township_Nantou.html,24.04059410095215,121.1547622680664,"NT$1,739",仁愛鄉榮光巷9-1-1號,3.5,南投,仁愛鄉,"NT$1,791 - NT$3,928",3.0,98,https://media-cdn.tripadvisor.com/media/photo-s/16/1c/f8/69/caption.jpg,"禁菸客房, 套房, 家庭房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 餐廳, 允許攜帶寵物 (可帶狗/寵物), 會議室, 禁菸飯店, 無線網路, 公用無線網路, 網際網路, 自助式早餐",
柏克萊景觀花園民墅,南投排名第 118 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d4499064-Reviews-Bokelai_Flower_Garden_Villa-Ren_ai_Township_Nantou.html,24.05803108215332,121.1612548828125,,仁愛鄉大同村仁和路182-2附1號,3.0,南投,仁愛鄉,"NT$1,760 - NT$3,205",4.0,23,https://media-cdn.tripadvisor.com/media/photo-s/12/d7/de/0e/20180405-183346-largejpg.jpg,空調設施,,
事外桃源渡假山莊,南投排名第 119 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d2247212-Reviews-Shiyai_Taoyuan-Ren_ai_Township_Nantou.html,24.04766273498535,121.1588134765625,"NT$1,707",仁愛鄉定遠新村38號,,南投,仁愛鄉,"NT$2,011 - NT$4,682",3.5,29,https://media-cdn.tripadvisor.com/media/photo-s/03/17/be/3f/shiwai-taoyuan.jpg,"禁菸客房, 家庭房","免費高速上網 (WiFi), 免費網際網路, 無線網路, 餐廳, 機場接送, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 公用無線網路, 網際網路",
埔里故事館,南投排名第 120 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g304160-d13947760-Reviews-Puli_Story_House-Nantou.html,23.923870086669922,120.9843978881836,"NT$2,162",埔里鎮中正路180號,3.5,南投,南投的客棧和民宿,"NT$2,419 - NT$7,698",4.5,6,https://media-cdn.tripadvisor.com/media/photo-s/13/82/c3/45/caption.jpg,,,
日月潭教師會館,南投排名第 121 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2705619-Reviews-Sun_Moon_Lake_Teachers_Hostel-Yuchi_Nantou.html,23.863662719726562,120.90708923339844,"NT$2,857",魚池鄉中興路136號,3.5,南投,魚池,-NT$1,3.5,61,https://media-cdn.tripadvisor.com/media/photo-s/11/f6/bc/c3/1517786778168-largejpg.jpg,"禁菸客房, 套房","免費停車, 無線網路, 付費無線網路, 免費早餐, 會議設施, 會議室, 禮賓服務, 自助式洗衣, 付費網際網路, 網際網路, 餐廳",
廬山正揚溫泉渡假飯店,南投排名第 122 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d4499676-Reviews-Jenq_Yang_Hotspring_Hotel-Ren_ai_Township_Nantou.html,23.972490310668945,120.96775817871094,"NT$1,110",仁愛鄉精英村榮華巷9-1號,3.0,南投,仁愛鄉,"NT$1,320 - NT$2,514",3.5,29,https://media-cdn.tripadvisor.com/media/photo-s/09/48/eb/25/caption.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱","免費高速上網 (WiFi), 免費網際網路, 游泳池, 浴缸, 免費早餐, Spa, 禮賓服務, 禁菸飯店, 無線網路, 公用無線網路, 網際網路, 餐廳",
日月潭青年活動中心,南投排名第 123 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806757-d1807396-Reviews-Sun_Moon_Lake_Youth_Activity_Center-Nantou_City_Nantou.html,23.947879791259766,120.69032287597656,"NT$1,292",魚池鄉中正路101號,,南投,南投市,"NT$1,540 - NT$3,582",4.0,18,https://media-cdn.tripadvisor.com/media/photo-s/02/6a/37/e3/the-main-accommodation.jpg,套房,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 餐廳",
晴海冷泉汽車旅館,南投排名第 124 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806742-d2323371-Reviews-Qin_Hai_Motel-Mingjian_Nantou.html,23.88149070739746,120.6923599243164,"NT$1,720",名間鄉彰南路556號,3.5,南投,名間,"NT$2,042 - NT$4,336",4.0,8,https://media-cdn.tripadvisor.com/media/photo-s/03/09/e5/02/caption.jpg,客房服務,"無線網路, 公用無線網路, 網際網路, 浴缸",
日月潭晶彩民宿,南投排名第 125 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d5894886-Reviews-Sun_Moon_Lake_Crystal_B_B-Yuchi_Nantou.html,23.86635971069336,120.913330078125,"NT$1,166",魚池鄉日月村日月街78號,,南投,魚池,"NT$1,351 - NT$2,608",4.5,12,https://media-cdn.tripadvisor.com/media/photo-s/06/b7/08/17/sun-moon-lake-crystal.jpg,,,
日月潭樂奉會館,南投排名第 126 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2669421-Reviews-Sun_Moon_Lake_Love_Home_Lake_Hotel-Yuchi_Nantou.html,23.86467933654785,120.91104125976562,"NT$1,663",魚池鄉水社村名勝街34號,3.0,南投,魚池,"NT$1,917 - NT$3,613",3.5,37,https://media-cdn.tripadvisor.com/media/photo-s/0f/61/05/05/caption.jpg,家庭房,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店",
英格曼情境會館,南投排名第 127 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d3665856-Reviews-Egmon_Situation_Resort-Ren_ai_Township_Nantou.html,24.069103240966797,121.16719818115234,"NT$2,597",仁愛鄉大同村仁和路227號,,南投,仁愛鄉,"NT$2,577 - NT$6,284",4.0,12,https://media-cdn.tripadvisor.com/media/photo-s/03/2f/8d/d0/egmon-situation-resort.jpg,,"無線網路, 網際網路, 餐廳",
清境‧麋鹿遇見松鼠,南投排名第 128 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d12416348-Reviews-Moose_Squirrel_B_B-Ren_ai_Township_Nantou.html,24.036470413208008,121.15409851074219,"NT$2,580",仁愛鄉大同村榮光巷50-6號,,南投,仁愛鄉,"NT$2,985 - NT$8,358",4.0,10,https://media-cdn.tripadvisor.com/media/photo-s/10/86/a8/05/moose-squirrel-b-b.jpg,,,
微旅行商務會館,南投排名第 129 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d8663904-Reviews-Travel_Light_Hotel-Puli_Nantou.html,23.97153091430664,120.95686340332031,"NT$1,236",埔里鎮大城路52號,3.5,南投,埔里,"NT$1,445 - NT$2,702",4.5,6,https://media-cdn.tripadvisor.com/media/photo-s/0c/14/a6/70/photo1jpg.jpg,,,
南投天泉溫泉會館,南投排名第 130 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2613419-Reviews-The_Solas_Hot_Spring_Resort-Puli_Nantou.html,23.960506439208984,120.99974822998047,"NT$2,733",埔里鎮鯉魚路37-1號,3.0,南投,埔里,"NT$3,016 - NT$5,499",4.5,7,https://media-cdn.tripadvisor.com/media/photo-s/0e/8d/ca/14/caption.jpg,"禁菸客房, 空調設施, 冰箱","無線網路, 網際網路, 有健身房的健身中心, 餐廳, Spa, 禁菸飯店","NT$2,733"
一茶一宿,南投排名第 131 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12933071-Reviews-Ace_House-Yuchi_Nantou.html,23.848249435424805,120.93231201171875,"NT$1,983",魚池鄉瑪蓋旦街8號,3.0,南投,魚池,"NT$2,262 - NT$4,996",4.5,5,https://media-cdn.tripadvisor.com/media/photo-s/11/9c/43/cf/photo1jpg.jpg,,,
農村老爺民宿 ,南投排名第 132 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806711-d2247049-Reviews-Jiji_Village_Villa-Lugu_Nantou.html,23.803544998168945,120.78646087646484,"NT$1,552",鹿谷鄉瑞田巷9-11號 ,3.0,南投,鹿谷,"NT$1,822 - NT$2,765",4.0,18,https://media-cdn.tripadvisor.com/media/photo-s/03/07/26/55/caption.jpg,免費停車,,"NT$1,630"
清境山水緣蔬素食館,南投排名第 133 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d4782767-Reviews-Shan_Shui_Yuan_Vege_Guest_House-Ren_ai_Township_Nantou.html,24.03318214416504,121.1531982421875,"NT$1,152",仁愛鄉信義巷41號,2.5,南投,仁愛鄉,"NT$1,320 - NT$2,922",4.0,9,https://media-cdn.tripadvisor.com/media/photo-s/0a/a9/3b/5e/caption.jpg,,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳",
漾之谷溫泉民宿 ,南投排名第 134 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246919-Reviews-The_Rippling_Vale_Mansion_Of_Hot_Spring-Puli_Nantou.html,23.98410987854004,121.01737213134766,"NT$2,072",埔里鎮中山路一段151號 ,,南投,埔里,"NT$2,168 - NT$3,896",4.5,10,https://media-cdn.tripadvisor.com/media/photo-s/03/2f/f8/c3/caption.jpg,,,
埔里故事館,南投排名第 135 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g304160-d13947760-Reviews-Puli_Story_House-Nantou.html,23.923870086669922,120.9843978881836,"NT$2,162",埔里鎮中正路180號,3.5,南投,南投的客棧和民宿,"NT$2,419 - NT$7,698",4.5,6,https://media-cdn.tripadvisor.com/media/photo-s/13/82/c3/45/caption.jpg,,,
大自然集集休閒會館,南投排名第 136 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d5521420-Reviews-Great_Nature_Villa-Jiji_Nantou.html,23.827821731567383,120.78971099853516,"NT$1,903",集集鎮八張一街166號,,南投,集集,"NT$2,168 - NT$3,582",5.0,6,https://media-cdn.tripadvisor.com/media/photo-s/11/86/ad/93/photo1jpg.jpg,,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳",
日月潭山明水秀民宿,南投排名第 137 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d7660445-Reviews-Green_Hills_Clear_Waters_B_B-Yuchi_Nantou.html,23.84902000427246,120.93167877197266,"NT$1,956",魚池鄉日月村光華街48號,3.0,南投,魚池,"NT$2,357 - NT$4,116",4.5,7,https://media-cdn.tripadvisor.com/media/photo-s/16/2f/b4/c5/getlstd-property-photo.jpg,"禁菸客房, 套房, 客房服務","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 禮賓服務, 禁菸飯店, 網際網路",
松濤園民宿,南投排名第 138 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246917-Reviews-Song_Tao_Garden_B_B-Puli_Nantou.html,23.945470809936523,120.94465637207031,"NT$1,905",埔里鎮水墻巷25號 ,,南投,埔里,"NT$2,105 - NT$2,199",4.5,14,https://media-cdn.tripadvisor.com/media/photo-s/05/27/43/2b/caption.jpg,"套房, 小廚房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 兒童活動 (適合兒童/家庭), 允許攜帶寵物 (可帶狗/寵物), 巴士接駁服務, 網際網路",
天籟休閒民宿 ,南投排名第 139 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246896-Reviews-Tianlai_B_B-Puli_Nantou.html,23.937442779541016,120.94461059570312,"NT$1,739",埔里鎮桃米里桃米巷1-9號 ,2.5,南投,埔里,"NT$1,980 - NT$4,525",5.0,12,https://media-cdn.tripadvisor.com/media/photo-s/09/7a/86/31/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施","免費停車, 免費早餐, 餐廳, 兒童活動 (適合兒童/家庭), 機場接送, 巴士接駁服務, 禁菸飯店",
讚美之泉心靈城堡,南投排名第 140 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d8700310-Reviews-Stream_Of_Praise-Yuchi_Nantou.html,23.914777755737305,120.94068145751953,"NT$3,636",魚池鄉香茶巷29-28號,3.5,南投,魚池,"NT$3,990 - NT$6,284",5.0,9,https://media-cdn.tripadvisor.com/media/photo-s/13/8d/d6/b2/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 餐廳, 兒童活動 (適合兒童/家庭), 會議設施, 禁菸飯店, 無線網路, 公用無線網路, 網際網路",
