title,paiming,recommend_price,uri,hotel_address,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
倆人旅店,"台北排名第 11 的超值住宿地點，共 1,201 家","NT$2,499",https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d1993302-Reviews-Hotel_DOUBLE_ONE-Beitou_Taipei.html,北投區幽雅路11號,4.5,507,https://media-cdn.tripadvisor.com/media/photo-s/09/80/07/3d/caption.jpg,,,
兄弟大飯店,"台北排名第 12 的超值住宿地點，共 1,201 家","NT$3,195",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d308653-Reviews-Brother_Hotel_Taipei-Songshan_Taipei.html,南京東路三段255號,4.0,515,https://media-cdn.tripadvisor.com/media/photo-s/11/90/4a/c8/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 宴會廳, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議室, 乾洗服務, 洗衣服務",
台北松山意舍酒店,"台北排名第 13 的超值住宿地點，共 1,201 家","NT$3,500",https://www.tripadvisor.com.tw/Hotel_Review-g13806753-d8781562-Reviews-Amba_Taipei_Songshan-Nangang_Taipei.html,市民大道七段8號,4.5,422,https://media-cdn.tripadvisor.com/media/photo-s/12/6e/02/84/corner-101-view-room.jpg,,,"NT$3,500"
台北馥敦-馥寓,"台北排名第 14 的超值住宿地點，共 1,201 家","NT$3,241",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d633449-Reviews-Taipei_Fullerton_Hotel_Maison_North-Songshan_Taipei.html,松山區復興北路315號,4.0,212,https://media-cdn.tripadvisor.com/media/photo-s/0e/4e/ba/43/hotel-exterior.jpg,,,"NT$3,425"
信星旅馆 - 台北車站,"台北排名第 15 的超值住宿地點，共 1,201 家","NT$2,041",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d6925013-Reviews-Star_Hostel_Taipei_Main_Station-Datong_Taipei.html,大同區華陰街50號4樓,4.5,409,https://media-cdn.tripadvisor.com/media/photo-s/10/1e/51/bf/photo0jpg.jpg,,,"NT$2,041"
台北王朝大酒店,"台北排名第 16 的超值住宿地點，共 1,201 家","NT$2,829",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d306449-Reviews-Sunworld_Dynasty_Hotel_Taipei-Songshan_Taipei.html,松山區敦化北路100號,4.0,1109,https://media-cdn.tripadvisor.com/media/photo-s/15/28/83/10/sunworld-dynasty-hotel.jpg,,,"NT$2,357"
天成文旅-華山町,"台北排名第 17 的超值住宿地點，共 1,201 家","NT$3,117",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d14187606-Reviews-Hua_Shan_Din_by_Cosmos_Creation-Zhongzheng_District_Taipei.html,忠孝東路二段79號,5.0,117,https://media-cdn.tripadvisor.com/media/photo-s/13/8e/41/c4/getlstd-property-photo.jpg,,,
老爺會館台北南西- 捷運中山站,"台北排名第 18 的超值住宿地點，共 1,201 家","NT$2,838",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d308595-Reviews-Royal_Inn_Taipei_Nanxi_MRT_Zhongshan_Station-Zhongshan_District_Taipei.html,南京西路1號 8樓 (鄰近台北捷運中山站),4.0,412,https://media-cdn.tripadvisor.com/media/photo-s/0f/a5/48/79/caption.jpg,,,
喜瑞飯店,"台北排名第 19 的超值住宿地點，共 1,201 家","NT$2,172",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d598759-Reviews-Ambience_Hotel-Zhongshan_District_Taipei.html,長安東路一段64號,4.5,1849,https://media-cdn.tripadvisor.com/media/photo-s/0d/a2/ac/06/caption.jpg,"禁菸客房, 家庭房, 空調設施, 保險箱, 迷你吧, 冰箱, 平板電視","停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 公用無線網路, 網際網路, 酒吧/酒廊, 提供早餐, 自助式早餐, 自助式洗衣","NT$2,424"
台北華國大飯店,"台北排名第 20 的超值住宿地點，共 1,201 家","NT$3,831",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d306188-Reviews-Imperial_Hotel_Taipei-Zhongshan_District_Taipei.html,中山區林森北路600號,4.0,1002,https://media-cdn.tripadvisor.com/media/photo-s/09/9a/95/1a/club-deluxe-room-king--v8742145.jpg,,,
台北中山意舍酒店,"台北排名第 21 的超值住宿地點，共 1,201 家","NT$3,815",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7738019-Reviews-Amba_Taipei_Zhongshan-Zhongshan_District_Taipei.html,中山北路二段57-1號,4.5,414,https://media-cdn.tripadvisor.com/media/photo-s/08/ba/0e/e8/amba-taipei-zhongshan.jpg,"禁菸客房, 家庭房, 空調設施, 平板電視","免費高速上網 (WiFi), 免費網際網路, 酒吧/酒廊, 餐廳, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 公用無線網路, 網際網路, 自助式早餐, 自助式洗衣","NT$3,400"
台北燦路都飯店,"台北排名第 22 的超值住宿地點，共 1,201 家","NT$2,229",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d478062-Reviews-Hotel_Sunroute_Taipei-Zhongshan_District_Taipei.html,中山區民權東路一段9號,4.0,455,https://media-cdn.tripadvisor.com/media/photo-s/16/a7/4c/83/caption.jpg,,,"NT$2,589"
薆悅精品,"台北排名第 23 的超值住宿地點，共 1,201 家","NT$2,782",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d8700927-Reviews-Inhouse_Boutique-Wanhua_Taipei.html,萬華區成都路27巷8號,4.5,154,https://media-cdn.tripadvisor.com/media/photo-s/0e/29/22/f0/caption.jpg,,,
喜來登大飯店,"台北排名第 24 的超值住宿地點，共 1,201 家","NT$5,800",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d301805-Reviews-Sheraton_Grand_Taipei_Hotel-Zhongzheng_District_Taipei.html,忠孝東路一段12號,4.0,1704,https://media-cdn.tripadvisor.com/media/photo-s/18/00/24/75/lobby.jpg,,,"NT$5,800"
好得文旅,"台北排名第 25 的超值住宿地點，共 1,201 家","NT$2,383",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d10387162-Reviews-Chill_Roof_Hotel-Zhongshan_District_Taipei.html,南京東路二段11號11層 中山区,4.5,63,https://media-cdn.tripadvisor.com/media/photo-s/0c/fe/17/e4/room-no06-corbusier.jpg,,,
薆悅酒店,"台北排名第 26 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2527833-Reviews-Inhouse_Hotel_Heritage-Wanhua_Taipei.html,萬華區西寧南路107號,4.0,488,https://media-cdn.tripadvisor.com/media/photo-s/0e/29/2f/57/inhouse-hotel-s-lobby.jpg,,,"NT$2,449"
蜂巢旅店,"台北排名第 27 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d4134607-Reviews-Bee_House_Taipei_Station_Branch-Datong_Taipei.html,大同區太原路57號,4.5,1538,https://media-cdn.tripadvisor.com/media/photo-s/09/b8/ff/b0/deluxe-triple-room-single-beds--v.jpg,,,"NT$2,165"
路徒行旅,"台北排名第 28 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d10125458-Reviews-Roaders_Hotel-Zhongzheng_District_Taipei.html,中正區延平南路68號 漢口街延平南路口,4.5,240,https://media-cdn.tripadvisor.com/media/photo-s/0a/bf/82/a6/getlstd-property-photo.jpg,,,"NT$2,139"
伸適商旅,"台北排名第 29 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1218729-Reviews-Hotel_Sense-Zhongshan_District_Taipei.html,中山區林森北路477號,4.0,199,https://media-cdn.tripadvisor.com/media/photo-s/0b/c2/f1/e2/deluxe-room.jpg,"禁菸客房, 家庭房, 空調設施, 迷你吧, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 餐廳, 提供上網服務的商務中心, 會議室, 禮賓服務, 禁菸飯店, 停車, 免費網際網路, 無線網路, 網際網路, 自助式早餐, 乾洗服務, 洗衣服務",
華泰王子大飯店,"台北排名第 30 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d301400-Reviews-GLORIA_PRINCE_HOTEL_Taipei-Zhongshan_District_Taipei.html,中山區林森北路369號,4.0,496,https://media-cdn.tripadvisor.com/media/photo-s/13/68/7a/1d/exterior-view.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 冰箱, 平板電視","免費高速上網 (WiFi), 有健身房的健身中心, 浴缸, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 會議設施, 禮賓服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 宴會廳, 會議室, 禁菸飯店, 乾洗服務, 洗衣服務","NT$2,640"
優美飯店,"台北排名第 31 的超值住宿地點，共 1,201 家","NT$2,329",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1372927-Reviews-YoMi_Hotel-Zhongshan_District_Taipei.html,民生東路一段28號,4.5,2203,https://media-cdn.tripadvisor.com/media/photo-s/17/0a/d1/88/caption.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 自助式早餐, 禁菸飯店, 乾洗服務, 洗衣服務, 自助式洗衣, 公用無線網路, 網際網路","NT$2,329"
新驛旅店 - 西門捷運店,"台北排名第 32 的超值住宿地點，共 1,201 家","NT$1,827",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d2017876-Reviews-CityInn_Hotel_Plus_Ximending_Branch-Zhongzheng_District_Taipei.html,中正區寶慶路63號,4.5,1673,https://media-cdn.tripadvisor.com/media/photo-s/0d/e2/dc/c0/caption.jpg,,,"NT$1,908"
儷夏商旅 - 西門町西寧館,"台北排名第 33 的超值住宿地點，共 1,201 家","NT$1,538",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d5890147-Reviews-Muzik_Hotel_Ximending_Xining_Branch-Wanhua_Taipei.html,萬華區西寧南路30號3樓,4.5,461,https://media-cdn.tripadvisor.com/media/photo-s/16/1c/e7/95/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 機場接送, 禮賓服務, 禁菸飯店",
儷夏商旅 - 西門捷運館,"台北排名第 34 的超值住宿地點，共 1,201 家","NT$3,821",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3810028-Reviews-Muzik_Hotel_Ximen_Station_Branch-Wanhua_Taipei.html,萬華區中華路1段90號6樓 Ximending,4.5,815,https://media-cdn.tripadvisor.com/media/photo-s/15/85/b3/51/caption.jpg,"禁菸客房, 保險箱, 迷你吧, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 提供早餐, 機場接送, 禮賓服務, 洗衣服務, 自助式洗衣, 公用無線網路, 網際網路",
新驛旅店- 台北車站一館,"台北排名第 35 的超值住宿地點，共 1,201 家","NT$1,871",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1144583-Reviews-CityInn_Hotel_Taipei_Station_Branch_I-Zhongzheng_District_Taipei.html,中正區懷寧街7號,4.5,1120,https://media-cdn.tripadvisor.com/media/photo-s/15/8d/2f/bf/caption.jpg,"禁菸客房, 空調設施, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 禁菸飯店, 洗衣服務, 自助式洗衣","NT$1,958"
方舟旅店 - 長安復興,"台北排名第 36 的超值住宿地點，共 1,201 家","NT$1,368",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d8553817-Reviews-Ark_Hotel_Chang_an_Fuxing-Zhongshan_District_Taipei.html,中山區長安東路二段246號3樓,4.5,267,https://media-cdn.tripadvisor.com/media/photo-s/0a/9a/80/63/caption.jpg,,,
台北天成大飯店,"台北排名第 37 的超值住宿地點，共 1,201 家","NT$3,356",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d455561-Reviews-Cosmos_Hotel_Taipei-Zhongzheng_District_Taipei.html,中正區忠孝西路一段43號 Zhongzheng Dist,4.5,4226,https://media-cdn.tripadvisor.com/media/photo-s/11/6f/72/5e/caption.jpg,,,"NT$2,922"
洛碁大飯店忠孝館,"台北排名第 38 的超值住宿地點，共 1,201 家","NT$2,509",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d10495711-Reviews-Green_World_Hotel_Zhongxiao-Da_an_Taipei.html,大安區忠孝東路四段180號1樓,4.5,197,https://media-cdn.tripadvisor.com/media/photo-s/0f/f0/a1/10/caption.jpg,,,
新驛旅店 - 台北車站三館,"台北排名第 39 的超值住宿地點，共 1,201 家","NT$1,974",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d1950018-Reviews-CityInn_Hotel_Taipei_Station_Branch_III-Datong_Taipei.html,長安西路77號,4.5,1481,https://media-cdn.tripadvisor.com/media/photo-s/0d/b8/db/52/cityinn-hotel-taipei.jpg,,,
城市商旅南西館,"台北排名第 40 的超值住宿地點，共 1,201 家","NT$1,869",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d583571-Reviews-City_Suites_Taipei_Nanxi-Datong_Taipei.html,大同區南京西路169號,4.0,507,https://media-cdn.tripadvisor.com/media/photo-s/09/61/6e/35/vip-suite--v8748265.jpg,,,"NT$1,823"
艾特文旅,"台北排名第 41 的超值住宿地點，共 1,201 家","NT$1,410",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d7682006-Reviews-Art_otel_Ximending_Taipei-Wanhua_Taipei.html,萬華區武昌街二段124-2號,4.5,127,https://media-cdn.tripadvisor.com/media/photo-s/0d/47/9e/e2/art-otel-ximending-taipei.jpg,,,
台北西門町意舍,"台北排名第 42 的超值住宿地點，共 1,201 家","NT$4,599",https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2347774-Reviews-Amba_Taipei_Ximending-Wanhua_Taipei.html,武昌街二段77號1樓、5樓-10樓,4.5,933,https://media-cdn.tripadvisor.com/media/photo-s/12/cf/10/21/newly-refurbished-medium.jpg,"禁菸客房, 家庭房, 空調設施, 房務, 衣櫃/壁櫥, 迷你吧, 第四台/衛星電視, 步入式淋浴間, 瓶裝水, 衣架, 喚醒服務/鬧鐘, 平板電視, 免費衛浴用品, 吹風機","現場付費公共停車場, 免費高速上網 (WiFi), 酒吧/酒廊, 嬰兒推車, 包車, 傳真/影印, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 咖啡館, 餐廳, 自助式早餐, 免費提供茶, 雨傘, 烘衣機, 乾洗服務, 洗衣服務, 自助式洗衣, 洗衣機",
台北美福大飯店,"台北排名第 43 的超值住宿地點，共 1,201 家","NT$6,287",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d10161540-Reviews-Grand_Mayfull_Hotel_Taipei-Zhongshan_District_Taipei.html,中山區樂群二路55號,4.5,256,https://media-cdn.tripadvisor.com/media/photo-s/11/81/79/39/lobby.jpg,,,"NT$5,796"
儷客旅店 - 台北車站館,"台北排名第 44 的超值住宿地點，共 1,201 家","NT$2,036",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12694494-Reviews-Click_Hotel_Taipei_Main_Station_Branch-Zhongzheng_District_Taipei.html,中正區忠孝西路一段72號5樓,4.5,295,https://media-cdn.tripadvisor.com/media/photo-s/16/1c/f6/ac/caption.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 機場接送, 禮賓服務, 禁菸飯店, 洗衣服務, 自助式洗衣, 公用無線網路, 網際網路",
Folio Hotel 臺北大安,"台北排名第 45 的超值住宿地點，共 1,201 家","NT$3,060",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d10684961-Reviews-Folio_Hotel_Daan_Taipei-Da_an_Taipei.html,大安區信義路四段30巷23號,4.5,162,https://media-cdn.tripadvisor.com/media/photo-s/0e/bc/d7/b0/caption.jpg,"禁菸客房, 空調設施, 冰箱","免費高速上網 (WiFi), 免費網際網路, 無線網路, 酒吧/酒廊, 餐廳, 禁菸飯店, 洗衣服務, 自助式洗衣, 公用無線網路, 網際網路, 提供早餐, 自助式早餐",
台北 柔美精品商旅,"台北排名第 46 的超值住宿地點，共 1,201 家","NT$1,887",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1425877-Reviews-Taipei_Roumei_Boutique_Hotel-Zhongshan_District_Taipei.html,建國北路2段64巷9號,4.0,381,https://media-cdn.tripadvisor.com/media/photo-s/01/8a/55/7c/vip.jpg,,,
福泰桔子商務旅館 - 館前店,"台北排名第 47 的超值住宿地點，共 1,201 家","NT$1,635",https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1533888-Reviews-Orange_Hotel_Guanqian-Zhongzheng_District_Taipei.html,館前路22號,4.5,337,https://media-cdn.tripadvisor.com/media/photo-s/0e/77/a4/35/caption.jpg,"禁菸客房, 空調設施, 保險箱, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 禮賓服務, 禁菸飯店, 洗衣服務, 自助式洗衣, 網際網路",
台湾101 B&B,"台北排名第 48 的超值住宿地點，共 1,201 家","NT$1,108",https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d6000566-Reviews-Formosa101_Hostel-Xinyi_District_Taipei.html,基隆路二段115號9樓,5.0,290,https://media-cdn.tripadvisor.com/media/photo-s/0e/ae/50/a3/common-room.jpg,"禁菸客房, 套房, 空調設施, 客房服務, 小廚房","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 免費早餐, 自助式早餐, 機場接送, 禁菸飯店, 網際網路",
亞都麗緻大飯店,"台北排名第 49 的超值住宿地點，共 1,201 家","NT$3,751",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d300627-Reviews-The_Landis_Taipei-Zhongshan_District_Taipei.html,民權東路二段41號,4.5,989,https://media-cdn.tripadvisor.com/media/photo-s/08/76/ac/01/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 客房服務, 迷你吧, 平板電視, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 會議設施, Spa, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務","NT$4,667"
皇家季節酒店台北南西館,"台北排名第 50 的超值住宿地點，共 1,201 家","NT$3,700",https://www.tripadvisor.com.tw/Hotel_Review-g293913-d1173001-Reviews-Royal_Seasons_Hotel_Taipei_Nanjing_West-Taipei.html,"南京西路326,330號",4.0,538,https://media-cdn.tripadvisor.com/media/photo-s/11/39/be/b9/double-deluxe-room--v17832497.jpg,,,"NT$1,722"
台北捷絲旅林森館,"台北排名第 51 的超值住宿地點，共 1,201 家","NT$1,990",https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1749289-Reviews-Just_Sleep_Lin_Sen-Zhongshan_District_Taipei.html,林森北路117號3樓,4.5,806,https://media-cdn.tripadvisor.com/media/photo-s/14/8a/40/68/exterior.jpg,,,
台北商旅大安館,"台北排名第 52 的超值住宿地點，共 1,201 家","NT$3,552",https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d306453-Reviews-Les_Suites_Taipei_Da_An-Da_an_Taipei.html,大安路一段135號,4.0,356,https://media-cdn.tripadvisor.com/media/photo-s/14/97/03/a0/caption.jpg,,,
東吳大飯店,"台北排名第 53 的超值住宿地點，共 1,201 家","NT$1,927",https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d614895-Reviews-Dong_Wu_Hotel-Datong_Taipei.html,大同區延平北路二段258號,4.5,497,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/58/80/caption.jpg,"禁菸客房, 家庭房, 空調設施, 保險箱, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 提供上網服務的商務中心, 會議室, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐","NT$1,939"
台北北投雅樂軒酒店,"台北排名第 54 的超值住宿地點，共 1,201 家","NT$3,183",https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d11978011-Reviews-Aloft_Taipei_Beitou-Beitou_Taipei.html,大業路300巷1號,4.5,340,https://media-cdn.tripadvisor.com/media/photo-s/0f/48/a8/3a/breezy-suite.jpg,,,"NT$3,200"
台北碧瑤飯店,"台北排名第 55 的超值住宿地點，共 1,201 家","NT$1,774",https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d455560-Reviews-Hotel_B_Taipei-Songshan_Taipei.html,八德路二段367號,4.0,184,https://media-cdn.tripadvisor.com/media/photo-s/05/1a/f7/21/caption.jpg,,,"NT$2,279"
新尚旅店,"台北排名第 56 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1191387-Reviews-Hotel_73-Zhongzheng_District_Taipei.html,中正區信義路二段73號,4.5,1273,https://media-cdn.tripadvisor.com/media/photo-s/13/2a/f9/4a/caption.jpg,"禁菸客房, 家庭房, 空調設施, 保險箱, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 免費早餐, 機場接送, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 自助式洗衣","NT$1,634"
雀客旅館,"台北排名第 57 的超值住宿地點，共 1,201 家",,https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d5602542-Reviews-CHECK_inn_Taipei-Zhongshan_District_Taipei.html,松江路253號,4.5,531,https://media-cdn.tripadvisor.com/media/photo-s/07/41/a8/35/caption.jpg,,,"NT$2,192"
