title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
瓏山林台北中和飯店 飯店,新北排名第 14 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808651-d301806-Reviews-RSL_Hotel_Taipei_Zhonghe-Zhonghe_New_Taipei.html,24.9950008392334,121.48527526855469,"NT$2,681",中正路631號,3.5,新北,中和,"NT$3,081 - NT$5,124",4.0,390,https://media-cdn.tripadvisor.com/media/photo-s/16/de/3f/c0/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 浴缸, 酒吧/酒廊, 巴士接駁服務, 提供上網服務的商務中心, 會議設施, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 宴會廳, 會議室, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務",
承億文旅,新北排名第 15 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806921-d3544950-Reviews-Hotel_Day-Tamsui_New_Taipei.html,25.181644439697266,121.42150115966797,"NT$6,926",沙崙路27號,3.5,新北,淡水,"NT$1,918 - NT$3,521",4.5,341,https://media-cdn.tripadvisor.com/media/photo-s/0d/f3/0d/77/photo1jpg.jpg,免費高速上網 (WiFi),,
大板根森林溫泉酒店,新北排名第 16 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806850-d2385637-Reviews-The_Great_Roots_Forestry_Spa_Resort-Sanxia_New_Taipei.html,24.871192932128906,121.40689849853516,"NT$2,476","三峽區插角里80號 New Taipei City, Taiwan",4.0,新北,三峽,"NT$4,432 - NT$11,159",4.0,159,https://media-cdn.tripadvisor.com/media/photo-s/13/f1/70/a3/spa.jpg,免費停車,,
馥都飯店,新北排名第 17 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792475-d582804-Reviews-Grand_Forward_Hotel-Banqiao_New_Taipei.html,25.00749969482422,121.45856475830078,"NT$2,356",板橋市縣民大道一段189號,3.5,新北,板橋,"NT$2,546 - NT$4,307",4.0,137,https://media-cdn.tripadvisor.com/media/photo-s/0f/b4/54/d4/caption.jpg,"禁菸客房, 空調設施, 客房服務, 迷你吧, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 機場接送, 提供上網服務的商務中心, 會議設施, 禮賓服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議室, 禁菸飯店, 乾洗服務, 洗衣服務, 自助式洗衣",
樂頤飯店,新北排名第 18 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806717-d10291907-Reviews-La_Cle_Hotel_Taipei-Luzhou_New_Taipei.html,25.08203887939453,121.4803695678711,"NT$1,830",蘆洲區集賢路402號3樓,3.5,新北,蘆洲,"NT$1,729 - NT$2,735",4.5,63,https://media-cdn.tripadvisor.com/media/photo-s/0c/e4/17/b9/caption.jpg,"禁菸客房, 套房, 空調設施, 房務, 客房服務, 冰箱","免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議設施, Spa, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 會議室, 乾洗服務, 洗衣服務, 自助式洗衣",
福容大飯店淡水漁人碼頭,新北排名第 19 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806921-d2446713-Reviews-Fullon_Hotel_Tamsui_Fishermen_s_Wharf-Tamsui_New_Taipei.html,25.182161331176758,121.41547393798828,"NT$3,564",觀海路83號,4.5,新北,淡水,"NT$4,369 - NT$9,713",4.0,150,https://media-cdn.tripadvisor.com/media/photo-s/0a/36/e6/66/caption.jpg,"禁菸客房, 套房, 家庭房, 客房服務, 迷你吧, 冰箱","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 酒吧/酒廊, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 提供上網服務的商務中心, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 會議設施, 宴會廳, 會議室, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務","NT$5,000"
明月溫泉會館,新北排名第 20 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808444-d2335571-Reviews-Full_Moon_Spa-Wulai_New_Taipei.html,24.86428451538086,121.55223846435547,"NT$2,338",烏來區烏來街85巷1號,3.0,新北,烏來,"NT$3,081 - NT$5,533",4.0,150,https://media-cdn.tripadvisor.com/media/photo-s/12/66/95/8b/photo2jpg.jpg,餐廳,,
台北清翼居旅店,新北排名第 21 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792475-d4056465-Reviews-Morwing_Hotel-Banqiao_New_Taipei.html,25.00722885131836,121.46098327636719,"NT$1,337",板橋區景星里館前東路26號6樓,2.5,新北,板橋,"NT$1,320 - NT$2,578",4.5,110,https://media-cdn.tripadvisor.com/media/photo-s/08/2c/9a/89/caption.jpg,含早餐,,
晶贊都會旅店-台北永和,新北排名第 22 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808622-d10268778-Reviews-Park_City_Inn_Hostel_Yonghe_Taipei-Yonghe_New_Taipei.html,25.012691497802734,121.51537322998047,"NT$1,448",永和路2段168號 3樓,2.0,新北,永和,"NT$1,603 - NT$3,143",4.5,68,https://media-cdn.tripadvisor.com/media/photo-s/0b/50/75/e2/standard-twin-room.jpg,免費高速上網 (WiFi),,
葛瑞絲商旅中和,新北排名第 23 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808651-d8143576-Reviews-Grace_Hotel_Zhonghe-Zhonghe_New_Taipei.html,25.003150939941406,121.49910736083984,"NT$1,558",中和區中山路二段228號5樓,3.0,新北,中和,"NT$1,729 - NT$2,735",4.5,60,https://media-cdn.tripadvisor.com/media/photo-s/08/8c/18/6d/getlstd-property-photo.jpg,"禁菸客房, 套房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 有健身房的健身中心, 免費早餐, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 無線網路, 網際網路, 巴士接駁服務",
烏來溫泉山莊,新北排名第 24 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808444-d2093398-Reviews-Spring_Spa_Hotel_Wulai-Wulai_New_Taipei.html,24.872703552246094,121.54731750488281,"NT$2,771",烏來區新烏路五段66號,3.0,新北,烏來,"NT$3,175 - NT$4,810",4.0,72,https://media-cdn.tripadvisor.com/media/photo-s/06/5f/78/ff/caption.jpg,"禁菸客房, 套房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, Spa, 禁菸飯店, 網際網路",
台北海灣假日酒店,新北排名第 25 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806866-d677086-Reviews-HiONE_Holiday_Hotel_Taipei-Shenkeng_New_Taipei.html,25.004377365112305,121.59874725341797,"NT$2,227",北深路三段265號,3.5,新北,深坑,"NT$2,200 - NT$6,004",4.0,293,https://media-cdn.tripadvisor.com/media/photo-s/18/7d/da/e9/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 餐廳, 保姆服務, 兒童活動 (適合兒童/家庭), 免費接駁或計程車服務, 提供上網服務的商務中心, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 自助式早餐, 機場接送, 巴士接駁服務, 會議設施, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務",
九份美好時光民宿,新北排名第 26 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806837-d4424162-Reviews-Good_Time_B_B-Ruifang_New_Taipei.html,25.107328414916992,121.84513854980469,"NT$2,201",瑞芳區崙頂路39-2號,3.0,新北,瑞芳,"NT$2,483 - NT$3,804",5.0,66,https://media-cdn.tripadvisor.com/media/photo-s/04/17/ab/ff/getlstd-property-photo.jpg,"套房, 空調設施","免費停車, 免費早餐, 禁菸飯店",
福隆- 逸閒居精品民宿,新北排名第 27 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806592-d8071545-Reviews-The_Easy_Space-Gongliao_New_Taipei.html,25.01150131225586,121.98886108398438,"NT$3,117",貢寮區福連街38號 贡寮区,3.5,新北,貢寮,"NT$3,584 - NT$5,815",5.0,56,https://media-cdn.tripadvisor.com/media/photo-s/0a/92/15/22/balcony.jpg,"禁菸客房, 套房, 空調設施","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 海灘, 巴士接駁服務, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 自助式洗衣",
馥蘭朵烏來度假飯店,新北排名第 28 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808444-d596993-Reviews-Volando_Taipei_Urai_Spring_Spa_Resort-Wulai_New_Taipei.html,24.869386672973633,121.54749298095703,"NT$12,661",新烏路五段176號,4.0,新北,烏來,"NT$14,774 - NT$21,438",4.5,407,https://media-cdn.tripadvisor.com/media/photo-s/05/cb/b9/6c/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 私人陽台, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 浴缸, 桑拿, 免費早餐, 巴士接駁服務, 會議設施, 會議室, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 屋頂露台, 禮賓服務, 禁菸飯店","NT$14,584"
麗京棧酒店,新北排名第 29 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806909-d8141200-Reviews-Hotel_Intrendy-Taishan_New_Taipei.html,25.03236198425293,121.41970825195312,"NT$2,076",泰山區新北大道七段 36 號,4.0,新北,泰山,"NT$2,106 - NT$3,615",4.5,452,https://media-cdn.tripadvisor.com/media/photo-s/0f/b4/c8/02/8-2.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 兒童活動 (適合兒童/家庭), 機場接送, 提供上網服務的商務中心, 會議設施, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 酒吧/酒廊, 餐廳, 提供早餐, 自助式早餐, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 自助式洗衣","NT$2,076"
金瓜石101,新北排名第 30 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806837-d2276446-Reviews-Golden101_Bed_and_Breakfast-Ruifang_New_Taipei.html,25.108718872070312,121.85985565185547,"NT$2,338",瑞芳鎮金瓜石祈堂路101號,3.0,新北,瑞芳,"NT$2,672 - NT$5,250",4.5,64,https://media-cdn.tripadvisor.com/media/photo-s/0b/08/72/03/4.jpg,"禁菸客房, 家庭房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 禁菸飯店",
薆悅酒店野柳渡假館,新北排名第 31 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806954-d6985735-Reviews-Inhouse_Hotel_Yehliu-Wanli_New_Taipei.html,25.204030990600586,121.6900634765625,"NT$2,423",港東路162-2號,3.5,新北,萬里,"NT$2,955 - NT$5,124",3.5,199,https://media-cdn.tripadvisor.com/media/photo-s/0d/fe/06/37/caption.jpg,"海景, 禁菸客房, 套房, 家庭房, 空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 室內游泳池, 酒吧/酒廊, 兒童活動 (適合兒童/家庭), 兒童俱樂部, 巴士接駁服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議設施, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務",
富信大飯店,新北排名第 32 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808543-d5998810-Reviews-Fushin_Hotel_Taipei-Xizhi_New_Taipei.html,25.055051803588867,121.63108825683594,"NT$2,224",汐止區大同路1段128號,4.5,新北,汐止,"NT$2,326 - NT$4,432",4.0,88,https://media-cdn.tripadvisor.com/media/photo-s/09/c3/bf/b5/big-bed.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 浴缸, 免費早餐, 免費接駁或計程車服務, 提供上網服務的商務中心, 會議設施, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 機場接送, 巴士接駁服務, 宴會廳, 會議室, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務, 自助式洗衣",
福容大飯店 台北二館,新北排名第 33 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806866-d1760087-Reviews-Fullon_Hotel_Taipei_East-Shenkeng_New_Taipei.html,25.00425910949707,121.60079956054688,"NT$2,403",深坑區北深路三段236號,4.0,新北,深坑,"NT$2,641 - NT$7,136",4.0,86,https://media-cdn.tripadvisor.com/media/photo-s/0a/37/1b/86/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 小廚房, 冰箱","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 酒吧/酒廊, 提供上網服務的商務中心, 宴會廳, 禮賓服務, 免費網際網路, 無線網路, 網際網路, 餐廳, 會議室, 禁菸飯店",
悠逸休閒旅館,新北排名第 34 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806676-d2298376-Reviews-Uinn_Relax_Hotel-Linkou_New_Taipei.html,25.07386016845703,121.36582946777344,"NT$1,580",林口區文化三路一段389號,4.0,新北,林口,"NT$1,823 - NT$3,521",4.5,132,https://media-cdn.tripadvisor.com/media/photo-s/13/91/0f/4d/fun-ktv-spa-motel-outlet.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議設施, Spa, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 會議室, 乾洗服務, 洗衣服務",
藝宿商旅,新北排名第 35 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792475-d6557470-Reviews-Yi_Su_Hotel-Banqiao_New_Taipei.html,25.009370803833008,121.45796966552734,"NT$1,260",府中路67號,,新北,板橋,"NT$1,257 - NT$2,892",3.5,55,https://media-cdn.tripadvisor.com/media/photo-s/0c/88/51/42/lobby.jpg,免費停車,,
福容大飯店三鶯館,新北排名第 36 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806850-d1090206-Reviews-Fullon_Hotel_Sanyin-Sanxia_New_Taipei.html,24.94096565246582,121.37654876708984,"NT$1,727",三峽鎮大學路63號,3.5,新北,三峽,"NT$1,635 - NT$2,986",3.5,68,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/18/d3/fullon-hotel-sanyin.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 餐廳, 提供上網服務的商務中心, 會議設施, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 宴會廳, 會議室",
陽明山出霧溫泉酒店,新北排名第 37 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806657-d7784691-Reviews-Tsuwu_Hot_Spring_Hotel-Jinshan_New_Taipei.html,25.200952529907227,121.59884643554688,"NT$4,848",金山區山城路82-3號,3.5,新北,金山,"NT$5,092 - NT$6,916",4.0,74,https://media-cdn.tripadvisor.com/media/photo-s/09/80/07/f9/caption.jpg,免費停車,,"NT$5,091"
大埔硫磺溫泉商旅,新北排名第 38 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806954-d12448084-Reviews-Dapu_Hotel-Wanli_New_Taipei.html,25.21588134765625,121.64328002929688,"NT$2,316",萬里區萬里加投205-5號,3.0,新北,萬里,"NT$2,703 - NT$4,401",4.5,19,https://media-cdn.tripadvisor.com/media/photo-s/0f/6d/5e/6f/getlstd-property-photo.jpg,客房服務,,"NT$2,455"
九重町民宿,新北排名第 39 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806837-d2245081-Reviews-Chiu_Chunt_Dint_Inn-Ruifang_New_Taipei.html,25.10906982421875,121.84552764892578,"NT$1,753",瑞芳區基山街29號 ,3.0,新北,瑞芳,"NT$2,043 - NT$3,646",4.0,91,https://media-cdn.tripadvisor.com/media/photo-s/04/6a/dd/6e/chiu-chunt-dint.jpg,餐廳,,
上品閣精品旅館,新北排名第 40 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806844-d13004512-Reviews-Pavilion_Boutique_Hotel-Sanchong_New_Taipei.html,25.073171615600586,121.49307250976562,"NT$1,753",三重區三和路3段115號,3.5,新北,三重,"NT$1,603 - NT$3,804",4.5,17,https://media-cdn.tripadvisor.com/media/photo-s/11/83/bd/53/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 免費早餐, 機場接送, 會議設施, 會議室, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 網際網路, 餐廳, 自助式洗衣",
柯達大飯店 - 永和店,新北排名第 41 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808651-d1811660-Reviews-K_Hotel_Yunghe-Zhonghe_New_Taipei.html,25.00777244567871,121.51371002197266,"NT$2,078",永和路一段103號,3.0,新北,中和,"NT$2,420 - NT$3,238",4.0,36,https://media-cdn.tripadvisor.com/media/photo-s/13/d0/33/f9/caption.jpg,,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 浴缸","NT$2,121"
烏來溫泉山莊,新北排名第 42 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808444-d2093398-Reviews-Spring_Spa_Hotel_Wulai-Wulai_New_Taipei.html,24.872703552246094,121.54731750488281,"NT$2,771",烏來區新烏路五段66號,3.0,新北,烏來,"NT$3,175 - NT$4,810",4.0,72,https://media-cdn.tripadvisor.com/media/photo-s/06/5f/78/ff/caption.jpg,"禁菸客房, 套房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, Spa, 禁菸飯店, 網際網路",
樂頤飯店,新北排名第 43 的超值住宿地點，共 602 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806717-d10291907-Reviews-La_Cle_Hotel_Taipei-Luzhou_New_Taipei.html,25.08203887939453,121.4803695678711,"NT$1,830",蘆洲區集賢路402號3樓,3.5,新北,蘆洲,"NT$1,729 - NT$2,735",4.5,63,https://media-cdn.tripadvisor.com/media/photo-s/0c/e4/17/b9/caption.jpg,"禁菸客房, 套房, 空調設施, 房務, 客房服務, 冰箱","免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議設施, Spa, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 會議室, 乾洗服務, 洗衣服務, 自助式洗衣",
