title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
1969藍天飯店,台中排名第 11 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d9863714-Reviews-1969_Blue_Sky_Hotel-Central_District_Taichung.html,24.139482498168945,120.68025207519531,"NT$1,443",市府路38號,3.5,台中,中區,"NT$1,729 - NT$3,961",4.5,830,https://media-cdn.tripadvisor.com/media/photo-s/0c/37/27/dd/1969.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 私人陽台, 保險箱, 冰箱, 平板電視","停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 禮賓服務, 禁菸飯店, 網際網路, 自助式早餐",
昭盛52行館,台中排名第 12 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d634953-Reviews-52_Hotel-West_District_Taichung.html,24.158632278442383,120.66109466552734,"NT$1,722",西區忠明路52號,4.0,台中,西區,"NT$1,855 - NT$3,426",4.0,253,https://media-cdn.tripadvisor.com/media/photo-s/0b/9b/8a/5c/52.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 餐廳, 提供上網服務的商務中心, 會議室, 禮賓服務, 禁菸飯店, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 自助式早餐, 乾洗服務, 洗衣服務, 自助式洗衣",
成旅晶贊飯店-台中民權,台中排名第 13 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d2703201-Reviews-Park_City_Hotel_Central_Taichung-Central_District_Taichung.html,24.1373348236084,120.68080139160156,"NT$1,609",中區民權路66號,3.5,台中,中區,"NT$1,540 - NT$4,181",4.5,366,https://media-cdn.tripadvisor.com/media/photo-s/02/ef/b4/94/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 宴會廳, 禮賓服務, 禁菸飯店, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議室, 乾洗服務, 洗衣服務, 自助式洗衣",
寶島53行館,台中排名第 14 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d3779724-Reviews-53_Hotel-Central_District_Taichung.html,24.137269973754883,120.68351745605469,"NT$1,325",中區中山路27號,3.5,台中,中區,"NT$1,540 - NT$3,238",4.5,410,https://media-cdn.tripadvisor.com/media/photo-s/11/04/91/57/family-room--v17522508.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 有健身房的健身中心, 餐廳, 會議設施, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 自助式早餐, 洗衣服務, 自助式洗衣",
兆品酒店,台中排名第 15 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792546-d306401-Reviews-Maison_de_Chine_Hotel_Taichung-Beitun_Taichung.html,24.191694259643555,120.66786193847656,"NT$1,385",後庄路306號,3.5,台中,北屯,"NT$1,697 - NT$4,652",4.5,879,https://media-cdn.tripadvisor.com/media/photo-s/0a/96/2c/71/caption.jpg,免費停車,,"NT$2,026"
新驛旅店 - 台中車站店,台中排名第 16 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806503-d3247169-Reviews-CityInn_Hotel_Plus_Taichung_Station_Branch-East_District_Taichung.html,24.1357479095459,120.6857681274414,"NT$1,385",東區復興路四段133號,3.0,台中,東區,"NT$1,509 - NT$3,206",4.5,1692,https://media-cdn.tripadvisor.com/media/photo-s/16/91/e7/0b/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 保險箱, 冰箱, 平板電視","停車, 免費高速上網 (WiFi), 免費早餐, 機場接送, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 乾洗服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 自助式早餐, 洗衣服務, 自助式洗衣","NT$1,385"
台中裕元花園酒店,台中排名第 17 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d671048-Reviews-Windsor_Hotel_Taichung-Xitun_Taichung.html,24.179855346679688,120.62439727783203,"NT$2,928",台灣大道四段610號,5.0,台中,西屯,"NT$3,332 - NT$9,525",4.5,321,https://media-cdn.tripadvisor.com/media/photo-s/0a/6f/5a/05/7f-alfa.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 平板電視","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 免費早餐, 機場接送, 提供上網服務的商務中心, 會議設施, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 浴缸, 室內游泳池, 溫水游泳池, 酒吧/酒廊, 餐廳, 提供早餐, 自助式早餐, 游泳池酒吧, 巴士接駁服務, 宴會廳, 會議室, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務","NT$3,056"
台中港酒店,台中排名第 18 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808450-d3856249-Reviews-Taichung_Harbor_Hotel-Wuqi_Taichung.html,24.260150909423828,120.53379821777344,"NT$1,850",梧棲區大智路二段388號,4.0,台中,梧棲,"NT$2,609 - NT$4,967",4.0,156,https://media-cdn.tripadvisor.com/media/photo-s/0a/91/b7/32/caption.jpg,免費停車,,
薆悅酒店台中館,台中排名第 19 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806503-d8921733-Reviews-Inhouse_Hotel_Taichung-East_District_Taichung.html,24.130117416381836,120.68525695800781,"NT$1,850",東區台中路203號,3.5,台中,東區,"NT$1,980 - NT$4,118",4.5,181,https://media-cdn.tripadvisor.com/media/photo-s/0e/48/89/49/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議室, 禮賓服務, 禁菸飯店, 洗衣服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐","NT$2,034"
璞樹文旅,台中排名第 20 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d7698345-Reviews-Treeart_Hotel-Xitun_Taichung.html,24.17740249633789,120.63728332519531,"NT$2,355",西屯區黎明路三段235號,3.0,台中,西屯,"NT$2,389 - NT$4,307",4.5,804,https://media-cdn.tripadvisor.com/media/photo-s/0f/6a/74/da/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 迷你吧, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 免費早餐, 會議室, 屋頂露台, 禮賓服務, 乾洗服務, 洗衣服務, 免費網際網路, 無線網路, 網際網路, 餐廳, 自助式早餐, 禁菸飯店",
Mini Hotels(逢甲館),台中排名第 21 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d11837167-Reviews-Mini_Hotels_Fengjia_Branch-Xitun_Taichung.html,24.183032989501953,120.6436996459961,,西屯區福星北一街15號,3.5,台中,西屯,"NT$1,320 - NT$3,301",4.5,318,https://media-cdn.tripadvisor.com/media/photo-s/0f/c1/85/75/mini-hotels.jpg,免費停車,,"NT$1,288"
台中草悟道綠宿行旅,台中排名第 22 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d12154377-Reviews-Green_Hotel-West_District_Taichung.html,24.14907455444336,120.66832733154297,"NT$1,818",西區民生北路126號,3.0,台中,西區,"NT$1,792 - NT$3,426",4.5,581,https://media-cdn.tripadvisor.com/media/photo-s/10/8c/75/27/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 房務, 冰箱, 第四台/衛星電視, 步入式淋浴間, 保險箱, 衣架, 喚醒服務/鬧鐘, 電熱水壺, 隨選電影, 浴缸/淋浴間, 免費衛浴用品, 吹風機","免費停車, 免費高速上網 (WiFi), 餐廳, 包車, 提供上網服務的商務中心, 傳真/影印, 禮賓服務, 禁菸飯店, 附近有免費私人停車場, 附近有免費公共停車場, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐, 免費提供茶, 計程車服務, 24 小時辦理入住, 24 小時服務櫃台, 快速辦理入住/退房, 乾洗服務, 洗衣服務, 自助式洗衣",
Mini Hotels(台中火車站館),台中排名第 23 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806503-d13536081-Reviews-Mini_Hotels_Taichung_Station_Branch-East_District_Taichung.html,24.134477615356445,120.68781280517578,NT$911,東區大勇街69號,3.0,台中,東區,"NT$1,069 - NT$2,609",4.5,131,https://media-cdn.tripadvisor.com/media/photo-s/12/e1/cc/00/mini-hotels.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費高速上網 (WiFi), 免費網際網路, 餐廳, 提供早餐, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 自助式洗衣, 無線網路, 公用無線網路, 網際網路",
台中亞緻大飯店,台中排名第 24 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d653529-Reviews-The_Landis_Taichung-West_District_Taichung.html,24.149831771850586,120.66474151611328,"NT$3,171",西區英才路532號,5.0,台中,西區,"NT$3,615 - NT$5,344",4.5,727,https://media-cdn.tripadvisor.com/media/photo-s/06/72/5b/01/caption.jpg,"禁菸客房, 套房, 空調設施, 客房服務, 迷你吧, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 機場接送, 提供上網服務的商務中心, 會議設施, 禮賓服務, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 自助式早餐, 宴會廳, 會議室, 禁菸飯店, 乾洗服務, 洗衣服務","NT$3,171"
黎客商旅,台中排名第 25 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d802016-Reviews-Le_Parker_Hotel-Xitun_Taichung.html,24.177764892578125,120.64348602294922,"NT$1,328",西屯區至善路234巷16號 Feng -chia Night Market,3.5,台中,西屯,"NT$1,352 - NT$3,332",4.5,310,https://media-cdn.tripadvisor.com/media/photo-s/09/5f/f8/9d/caption.jpg,"禁菸客房, 家庭房, 空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 禁菸飯店, 乾洗服務, 洗衣服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 自助式洗衣","NT$1,635"
紅點文旅,台中排名第 26 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d3730881-Reviews-RedDot_hotel-Central_District_Taichung.html,24.14321517944336,120.67549133300781,"NT$1,737",中區民族路206號,3.5,台中,中區,"NT$1,666 - NT$3,615",4.5,660,https://media-cdn.tripadvisor.com/media/photo-s/06/6b/26/de/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 保險箱, 迷你吧, 冰箱, 平板電視","免費停車, 停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐",
頭等艙飯店綠園道館,台中排名第 27 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d6847710-Reviews-Airline_Inn_Green_Park_Way-West_District_Taichung.html,24.154756546020508,120.66161346435547,"NT$1,628",西區美村路一段22號,3.5,台中,西區,"NT$1,886 - NT$4,181",4.5,408,https://media-cdn.tripadvisor.com/media/photo-s/09/88/9e/95/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱, 平板電視","免費高速上網 (WiFi), 免費網際網路, 提供早餐, 提供上網服務的商務中心, 會議設施, 禁菸飯店, 乾洗服務, 洗衣服務, 無線網路, 公用無線網路, 網際網路, 會議室, 自助式洗衣",
承億文旅-台中鳥日子,台中排名第 28 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d4500590-Reviews-Hotel_Day_Plus_Taichung-West_District_Taichung.html,24.153928756713867,120.65752410888672,"NT$1,674",西區忠明南路98號,3.5,台中,西區,"NT$1,540 - NT$4,495",4.5,651,https://media-cdn.tripadvisor.com/media/photo-s/04/7a/5a/54/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 禁菸飯店, 乾洗服務, 洗衣服務, 免費網際網路, 無線網路, 網際網路, 餐廳, 自助式早餐",
皇家季節酒店台中中港館,台中排名第 29 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808397-d3914088-Reviews-Royal_Seasons_Hotel_Taichung_Zhongkang-West_District_Taichung.html,24.149080276489258,120.6720962524414,,台灣大道二段68號,3.5,台中,西區,"NT$1,666 - NT$11,851",4.5,606,https://media-cdn.tripadvisor.com/media/photo-s/0e/d2/77/32/out-look.jpg,免費高速上網 (WiFi),,"NT$1,558"
臺中公園智選假日飯店,台中排名第 30 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d1214882-Reviews-Holiday_Inn_Express_Taichung_Park-Central_District_Taichung.html,24.14240837097168,120.68533325195312,,自由路二段94號 Sunshine Outlet,3.0,台中,中區,"NT$2,075 - NT$4,181",4.0,659,https://media-cdn.tripadvisor.com/media/photo-s/18/e4/d4/bc/exterior.jpg,免費高速上網 (WiFi),,"NT$1,829"
臺中公園智選假日飯店,台中排名第 31 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d1214882-Reviews-Holiday_Inn_Express_Taichung_Park-Central_District_Taichung.html,24.14240837097168,120.68533325195312,"NT$1,829",自由路二段94號 Sunshine Outlet,3.0,台中,中區,"NT$2,075 - NT$4,181",4.0,659,https://media-cdn.tripadvisor.com/media/photo-s/18/e4/d4/bc/exterior.jpg,"禁菸客房, 家庭房, 空調設施, 房務, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議室, 禁菸飯店, 乾洗服務, 停車, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 酒吧/酒廊, 餐廳, 提供早餐, 自助式早餐, 洗衣服務, 自助式洗衣","NT$1,829"
1969藍天飯店,台中排名第 32 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792757-d9863714-Reviews-1969_Blue_Sky_Hotel-Central_District_Taichung.html,24.139482498168945,120.68025207519531,"NT$1,443",市府路38號,3.5,台中,中區,"NT$1,729 - NT$3,961",4.5,830,https://media-cdn.tripadvisor.com/media/photo-s/0c/37/27/dd/1969.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 私人陽台, 保險箱, 冰箱, 平板電視","停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 禮賓服務, 禁菸飯店, 網際網路, 自助式早餐",
薆悅酒店台中館,台中排名第 33 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806503-d8921733-Reviews-Inhouse_Hotel_Taichung-East_District_Taichung.html,24.130117416381836,120.68525695800781,"NT$1,850",東區台中路203號,3.5,台中,東區,"NT$1,980 - NT$4,118",4.5,181,https://media-cdn.tripadvisor.com/media/photo-s/0e/48/89/49/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費高速上網 (WiFi), 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 會議室, 禮賓服務, 禁菸飯店, 洗衣服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐","NT$2,034"
Mini Hotels(台中火車站館),台中排名第 34 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806503-d13536081-Reviews-Mini_Hotels_Taichung_Station_Branch-East_District_Taichung.html,24.134477615356445,120.68781280517578,NT$911,東區大勇街69號,3.0,台中,東區,"NT$1,069 - NT$2,609",4.5,131,https://media-cdn.tripadvisor.com/media/photo-s/12/e1/cc/00/mini-hotels.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費高速上網 (WiFi), 免費網際網路, 餐廳, 提供早餐, 提供上網服務的商務中心, 禮賓服務, 禁菸飯店, 自助式洗衣, 無線網路, 公用無線網路, 網際網路",
台中商務旅館,台中排名第 35 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d1444084-Reviews-The_Hung_s_Mansion-Xitun_Taichung.html,24.17032814025879,120.63758850097656,"NT$2,295",西屯區台灣大道三段593號,4.0,台中,西屯,"NT$3,018 - NT$5,250",4.5,193,https://media-cdn.tripadvisor.com/media/photo-s/0d/76/ee/a6/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 提供上網服務的商務中心, 會議室, Spa, 禮賓服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 禁菸飯店, 乾洗服務, 洗衣服務",
香草House民宿 ,台中排名第 36 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808508-d2245202-Reviews-Adagio_Reindeer_Taichung_Herb_House-Xinshe_Taichung.html,24.128313064575195,120.84147644042969,"NT$2,870",新社區中和里中興街20號 ,3.0,台中,新社,-NT$1,5.0,61,https://media-cdn.tripadvisor.com/media/photo-s/09/6c/d9/38/house.jpg,禁菸客房,"免費停車, 免費網際網路, 免費早餐",
碧根行館,台中排名第 37 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d1048800-Reviews-Beacon_Hotel-Xitun_Taichung.html,24.179157257080078,120.64523315429688,"NT$2,497","福星路427號 Fengjia Night Market, Feng Chia University",3.5,台中,西屯,"NT$1,855 - NT$3,615",4.0,353,https://media-cdn.tripadvisor.com/media/photo-s/18/4b/97/25/caption.jpg,免費高速上網 (WiFi),,
星享道酒店,台中排名第 38 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d6427510-Reviews-In_Sky_Hotel-Xitun_Taichung.html,24.183055877685547,120.6451187133789,"NT$2,497",西屯區福星北路18號,3.5,台中,西屯,"NT$2,609 - NT$5,187",4.0,152,https://media-cdn.tripadvisor.com/media/photo-s/06/5f/00/ed/caption.jpg,免費停車,,
林酒店,台中排名第 39 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d7676036-Reviews-The_Lin_Hotel-Xitun_Taichung.html,24.16510009765625,120.63720703125,"NT$2,645",朝富路99號,5.0,台中,西屯,"NT$4,495 - NT$6,884",4.0,405,https://media-cdn.tripadvisor.com/media/photo-s/08/20/08/8c/getlstd-property-photo.jpg,游泳池,,"NT$4,364"
長榮桂冠酒店,台中排名第 40 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d455374-Reviews-Evergreen_Laurel_Hotel_Taichung-Xitun_Taichung.html,24.159082412719727,120.65721893310547,"NT$1,391",台灣大道二段666號,4.5,台中,西屯,"NT$3,049 - NT$6,035",4.0,493,https://media-cdn.tripadvisor.com/media/photo-s/14/8b/30/70/guest-room.jpg,游泳池,,
五都大飯店,台中排名第 41 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806574-d6921532-Reviews-Grand_City_Hotel-Fengyuan_Taichung.html,24.2550106048584,120.72313690185547,"NT$1,391",豐原區三豐路一段二號 丰原区,4.0,台中,豐原,"NT$1,886 - NT$4,024",4.5,105,https://media-cdn.tripadvisor.com/media/photo-s/06/88/33/53/getlstd-property-photo.jpg,"禁菸客房, 套房, 空調設施, 客房服務, 平板電視","免費停車, 免費高速上網 (WiFi), 免費網際網路, 有健身房的健身中心, 免費早餐, 提供上網服務的商務中心, 禁菸飯店, 洗衣服務, 無線網路, 網際網路, 酒吧/酒廊, 餐廳, 自助式早餐",
永豐棧酒店,台中排名第 42 的超值住宿地點，共 878 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808534-d1391710-Reviews-Tempus_Hotel_Taichung-Xitun_Taichung.html,24.15843963623047,120.65518951416016,"NT$2,511",台灣大道二段689號,4.5,台中,西屯,"NT$3,018 - NT$6,381",4.0,347,https://media-cdn.tripadvisor.com/media/photo-s/0e/06/21/7c/room-1508.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 迷你吧, 平板電視","免費停車, 免費高速上網 (WiFi), 游泳池, 有健身房的健身中心, 免費早餐, 兒童活動 (適合兒童/家庭), 機場接送, 提供上網服務的商務中心, 免費網際網路, 無線網路, 網際網路, 浴缸, 室外游泳池, 酒吧/酒廊, 餐廳, 自助式早餐, 會議設施, 宴會廳, 會議室, Spa, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務","NT$2,683"
