title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
恒昌商旅,基隆排名第 11 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d5513314-Reviews-Hengchang_Business_Hotel-Ren_ai_District_Keelung.html,25.128145217895508,121.74432373046875,"NT$1,068",仁愛區仁三路24號5樓,3.0,基隆,仁愛區,"NT$1,225 - NT$2,074",,,,"城市景觀, 禁菸客房, 套房, 遮光窗簾, 空調設施, 房務, 冰箱, 第四台/衛星電視, 家庭房, 私人陽台, 客房服務, 電話, 瓶裝水, 衣架, 私人浴室, 電熱水壺, 隨選電影, 加長床, 沙發床, 浴缸/淋浴間, 免費衛浴用品, 吹風機","附近有付費私人停車場, 免費高速上網 (WiFi), 免費早餐, 計程車服務, 提供上網服務的商務中心, 傳真/影印, 禮賓服務, 禁菸飯店, 附近有付費公共停車場, 路邊停車, 免費網際網路, 無線網路, 公用無線網路, 商務中心有免費無線網路, 商務中心有免費有線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 免費即溶咖啡, 免費提供茶, 商務中心有影印機/傳真機, 共用休息室/電視區, 急救箱, 24 小時辦理入住, 24 小時服務櫃台",
金華大飯店,基隆排名第 12 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d4461477-Reviews-Jinhwa_Hotel-Ren_ai_District_Keelung.html,25.127012252807617,121.73887634277344,"NT$1,117",仁愛區成功一路9號,,基隆,仁愛區,"NT$1,037 - NT$1,728",2.5,14,https://media-cdn.tripadvisor.com/media/photo-s/04/83/e9/90/caption.jpg,"禁菸客房, 套房, 家庭房, 客房服務","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 巴士接駁服務, 禮賓服務, 禁菸飯店",
馥嘉商務旅館,基隆排名第 13 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808672-d1439840-Reviews-Fu_Chia_Hotel-Zhongshan_District_Keelung.html,25.14862060546875,121.71788024902344,NT$791,忠四路11巷5號,2.5,基隆,中山區,"NT$848 - NT$1,917",3.0,18,https://media-cdn.tripadvisor.com/media/photo-s/14/ac/05/c4/photo0jpg.jpg,"禁菸客房, 套房, 家庭房, 客房服務","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 巴士接駁服務, 禁菸飯店",
新好景商務汽車旅館,基隆排名第 14 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792435-d17667909-Reviews-New_Scenery_Motel-Anle_Keelung.html,25.139970779418945,121.70671844482422,"NT$1,794",武崙街201號,4.0,基隆,安樂,"NT$1,665 - NT$1,697",,,,,,
萊茵商旅,基隆排名第 15 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d2325136-Reviews-Rhine_Inn-Zhongzheng_District_Keelung.html,25.130924224853516,121.74468994140625,"NT$1,794",中正區信一路177號17樓,3.5,基隆,中正區,"NT$2,074 - NT$4,242",3.0,12,https://media-cdn.tripadvisor.com/media/photo-s/02/26/ac/d1/caption.jpg,,,"NT$1,861"
國都旅館,基隆排名第 16 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d4947091-Reviews-Gwodoo_Hotel-Ren_ai_District_Keelung.html,25.129150390625,121.74501037597656,NT$852,仁愛區仁一路303巷13號,3.5,基隆,仁愛區,"NT$974 - NT$1,571",1.0,2,https://media-cdn.tripadvisor.com/media/photo-s/04/94/dc/62/getlstd-property-photo.jpg,,,
美樂地汽車旅館,基隆排名第 17 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792435-d5488204-Reviews-Meiledi_Hotel-Anle_Keelung.html,25.156850814819336,121.69518280029297,"NT$1,541",安樂區武隆街150號,3.5,基隆,安樂,"NT$1,760 - NT$2,199",2.5,23,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/ce/f4/be/decorativedetail.jpg,,,"NT$1,541"
水雲間客棧,基隆排名第 18 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d13189430-Reviews-Shui_Yun_Jian_B_B-Zhongzheng_District_Keelung.html,25.138490676879883,121.7935791015625,"NT$1,762",觀海街65號,3.5,基隆,中正區,"NT$2,357 - NT$4,745",,,,,,
粼島旅宿,基隆排名第 19 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d17477268-Reviews-Spangle_Inn-Zhongzheng_District_Keelung.html,25.152599334716797,121.77047729492188,"NT$1,600",正濱路34號,3.0,基隆,中正區,"NT$1,791 - NT$3,456",,,,,,
How Fun 61,基隆排名第 20 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d17463967-Reviews-How_Fun_61-Zhongzheng_District_Keelung.html,25.139509201049805,121.79634094238281,"NT$1,478",北寧路 384 號,3.0,基隆,中正區,"NT$1,697 - NT$3,865",,,,,,
里休民宿,基隆排名第 21 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d17463791-Reviews-Leisure_Homestay-Ren_ai_District_Keelung.html,25.125810623168945,121.74304962158203,"NT$1,152",南榮路93巷3號,3.0,基隆,仁愛區,"NT$1,320 - NT$1,571",,,,,,
基隆蔚藍海岸休閒Spa館,基隆排名第 22 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792435-d12261904-Reviews-Blue_Coast_Motel-Anle_Keelung.html,25.15311050415039,121.69689178466797,"NT$1,877",安樂區武隆街67號,3.0,基隆,安樂,"NT$2,074 - NT$3,393",,,,,,
Aloha Hotel,基隆排名第 23 的超值住宿地點，共 37 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d11887979-Reviews-Aloha_Hotel-Zhongzheng_District_Keelung.html,25.1315860748291,121.74540710449219,"NT$1,121",中正區信二路292-1號,3.0,基隆,中正區,"NT$1,257 - NT$2,419",,,,,,"NT$1,121"
白宮行館,萬里排名第 5 的飯店，共 11 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806954-d2437104-Reviews-White_House_Beach_Resort-Wanli_New_Taipei.html,,,"NT$3,875",萬里區瑪鍊路264號,3.0,新北,萬里,"NT$4,273 - NT$6,944",3.5,45,https://media-cdn.tripadvisor.com/media/photo-s/09/1e/22/bb/caption.jpg,"空調設施, 私人陽台","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 游泳池, 免費早餐, 海灘",
翡翠灣福華渡假飯店,萬里排名第 10 的飯店，共 11 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806954-d301566-Reviews-Howard_Beach_Resort_Green_Bay-Wanli_New_Taipei.html,,,"NT$2,107",翡翠路17號,3.5,新北,萬里,"NT$2,199 - NT$4,493",3.0,42,https://media-cdn.tripadvisor.com/media/photo-s/16/30/51/bc/caption.jpg,"空調設施, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 游泳池, 有健身房的健身中心, 餐廳, 兒童活動 (適合兒童/家庭), 洗衣服務, 無線網路, 網際網路",
愛琴海太平洋溫泉會館,萬里排名第 4 的飯店，共 11 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806954-d1163182-Reviews-Pacific_Hot_Spring_Hotel_Green_Bay-Wanli_New_Taipei.html,,,"NT$4,052",萬里區海景路1號,3.5,新北,萬里,"NT$3,268 - NT$5,656",3.5,46,https://media-cdn.tripadvisor.com/media/photo-s/14/21/5f/af/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 酒吧/酒廊, 海灘, 兒童活動 (適合兒童/家庭), Spa, 禁菸飯店, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐","NT$4,592"
薇星景觀旅館,汐止排名第 5 的飯店，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808543-d3709998-Reviews-Hi_Star_Hotel-Xizhi_New_Taipei.html,,,"NT$2,017",汐止區勤進路418號,4.5,新北,汐止,"NT$2,325 - NT$3,236",3.5,3,https://media-cdn.tripadvisor.com/media/photo-s/03/47/8e/14/caption.jpg,,,
薆悅酒店野柳渡假館,萬里排名第 1 的飯店，共 11 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806954-d6985735-Reviews-Inhouse_Hotel_Yehliu-Wanli_New_Taipei.html,,,"NT$2,423",港東路162-2號,3.5,新北,萬里,"NT$2,922 - NT$4,964",3.5,199,https://media-cdn.tripadvisor.com/media/photo-s/0d/fe/06/37/caption.jpg,"海景, 禁菸客房, 套房, 家庭房, 空調設施, 冰箱, 平板電視","免費停車, 免費高速上網 (WiFi), 有健身房的健身中心, 室內游泳池, 酒吧/酒廊, 兒童活動 (適合兒童/家庭), 兒童俱樂部, 巴士接駁服務, 免費網際網路, 無線網路, 公用無線網路, 網際網路, 餐廳, 提供早餐, 自助式早餐, 會議設施, 宴會廳, 會議室, 禮賓服務, 禁菸飯店, 乾洗服務, 洗衣服務",
金龍湖商務旅館,汐止排名第 4 的飯店，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808543-d8810399-Reviews-Gin_Lon_Lake_Hotel-Xizhi_New_Taipei.html,,,"NT$1,478",汐止區湖前街103號,3.0,新北,汐止,"NT$1,697 - NT$2,011",3.0,3,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,,
台北富信大飯店二館,汐止排名第 2 的飯店，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808543-d12282870-Reviews-Fushin_Hotel_No_2-Xizhi_New_Taipei.html,,,"NT$1,857",汐止區大同路一段152號,3.5,新北,汐止,"NT$2,042 - NT$4,713",3.5,10,https://media-cdn.tripadvisor.com/media/photo-s/13/b0/be/cf/photo2jpg.jpg,,,
基隆夜市住宿,基隆排名第 2 的特色住宿，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d6121072-Reviews-Keelung_Night_Market_Lodge-Ren_ai_District_Keelung.html,,,,愛三路98巷18號2樓,3.5,基隆,仁愛區,NT$980,5.0,1,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,套房,
華星飯店,基隆排名第 11 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808672-d673926-Reviews-Hwa_Shinn_Hotel-Zhongshan_District_Keelung.html,,,,仁愛區孝一路54號,4.0,基隆,中山區,,,,,,,
蝶戀花旅社,基隆排名第 14 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d5448296-Reviews-Butterfly_Hotel-Ren_ai_District_Keelung.html,,,,孝三路81號3樓~4樓,3.5,基隆,仁愛區,"NT$800 - NT$1,800",3.5,3,https://media-cdn.tripadvisor.com/media/photo-s/04/ca/eb/68/caption.jpg,"套房, 客房服務","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐",
歐香商務旅店,基隆排名第 13 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d589255-Reviews-Ocean_Hotel-Ren_ai_District_Keelung.html,,,,仁愛區仁二路215號,3.0,基隆,仁愛區,"NT$2,734 - NT$3,174",3.0,10,https://media-cdn.tripadvisor.com/media/photo-s/06/73/a4/1c/ocean-hotel.jpg,"禁菸客房, 套房, 空調設施",禁菸飯店,
水美客棧,基隆排名第 6 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d12972054-Reviews-Shui_Mei_Homestay-Zhongzheng_District_Keelung.html,,,,觀海街118號14樓,3.5,基隆,中正區,,,,,,,
時尚名家 - 基隆觀海館,基隆排名第 8 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d12921602-Reviews-Taipei_Fashion_Science_Museum-Zhongzheng_District_Keelung.html,,,,中正區觀海街 14 號,3.0,基隆,中正區,,,,,,,
基隆華都飯店,基隆排名第 12 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d2534589-Reviews-Hua_Du_Hotel-Ren_ai_District_Keelung.html,,,,仁愛區仁一路307號,3.0,基隆,仁愛區,"NT$1,383 - NT$1,697",3.5,42,https://media-cdn.tripadvisor.com/media/photo-s/03/68/43/da/caption.jpg,空調設施,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 餐廳",
柯達大飯店(基隆店),基隆排名第 10 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d1811662-Reviews-K_Hotel_Keelung-Zhongzheng_District_Keelung.html,,,,中正區義一路7號,,基隆,中正區,"NT$1,948 - NT$2,796",3.5,36,https://media-cdn.tripadvisor.com/media/photo-s/13/d0/3d/0d/caption.jpg,空調設施,"免費網際網路, 餐廳",
北極星經典汽車旅館,基隆排名第 3 的特色住宿，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13792435-d6847711-Reviews-Polaris_Motel-Anle_Keelung.html,,,,安樂區樂利三街21號,3.0,基隆,安樂,"NT$1,414 - NT$2,137",3.5,2,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,,
華國大飯店,基隆排名第 4 的特色住宿，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806823-d7169421-Reviews-Imperial_Hotel-Ren_ai_District_Keelung.html,,,,仁愛區愛三路49巷18號,3.0,基隆,仁愛區,"NT$1,288 - NT$2,357",3.5,31,https://media-cdn.tripadvisor.com/media/photo-s/07/92/7a/fe/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 允許攜帶寵物 (可帶狗/寵物), 禁菸飯店, 洗衣服務, 自助式洗衣, 無線網路, 公用無線網路, 網際網路, 餐廳",
客棧山海觀,基隆排名第 16 的飯店，共 22 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808856-d12929655-Reviews-W_Hostel_Shan_Hai_Guan-Zhongzheng_District_Keelung.html,,,,中正區觀海路 118 號,3.0,基隆,中正區,,,,,,,
重力築旅,基隆排名第 5 的特色住宿，共 8 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806776-d12049337-Reviews-Archinn-Nuannuan_Keelung.html,,,,暖暖區金山街54號,3.0,基隆,暖暖,,,,,,,
