username,profile_uri,comment_date,hotel_name,UID
 Allen_to_Shanghai台灣台中69, ,,亞都麗緻大飯店 (中山區) The Landis Taipei,UID_DC88901E6CA8945C4AAD84618AAF5914-SRC_686792754
 Explore7748552, ,住宿日期： 2019年6月,亞都麗緻大飯店 (中山區) The Landis Taipei,UID_BE4ADB3082DB5C09C50209ACFC6787B5-SRC_680126724
 Stay806018台灣台北59, ,住宿日期： 2019年3月,亞都麗緻大飯店 (中山區) The Landis Taipei,UID_4977D0E207FBC0ED5D0C668E6FB0C4BA-SRC_674393628
 lookingaroundfornow加拿大多倫多25289, ,,台北商旅大安館 Les Suites Taipei Da-An,UID_6E555894D2BD55F94806971913A5387F-SRC_673934833
 yoyo0130香港51, ,,台北商旅大安館 Les Suites Taipei Da-An,UID_66B85016EA1DAAE929CE0C55A8FB35A8-SRC_659328002
 j26101538991, ,住宿日期： 2019年2月,台北商旅大安館 Les Suites Taipei Da-An,UID_5706DBE537BE9DCB2720C4E4780EA41F-SRC_650675463
 Brian F3, ,,台北商旅大安館 Les Suites Taipei Da-An,UID_B0CD4A5814DAE828C0887C4CE790E75A-SRC_649122178
 DeniseYing香港85, ,,台北商旅大安館 Les Suites Taipei Da-An,UID_335D2B2F0470B49563329DB32FF7B75A-SRC_642808901
Simon C,https://www.tripadvisor.com.tw/Profile/183simonc,2019年6月,松哖酒店 (大安)Sonnien Hotel, 
YLIMNELL,https://www.tripadvisor.com.tw/Profile/YLIMNELL,2019年5月,松哖酒店 (大安)Sonnien Hotel, 
Kevin Ng,https://www.tripadvisor.com.tw/Profile/361kevinn,2019年5月,松哖酒店 (大安)Sonnien Hotel, 
Kapo W,https://www.tripadvisor.com.tw/Profile/kapo012,2019年4月,松哖酒店 (大安)Sonnien Hotel, 
　xum1,https://www.tripadvisor.com.tw/Profile/xum111,2019年4月,松哖酒店 (大安)Sonnien Hotel, 
" LightsbabyLondon, United Kingdom209", ,住宿日期： 2019年5月,方舟旅店 - 長安復興 (中山區) Ark Hotel - Chang'an Fuxing,UID_75DA8D0811FF5A825877708E12835C4B-SRC_682636268
 123wul71, ,住宿日期： 2019年6月,方舟旅店 - 長安復興 (中山區) Ark Hotel - Chang'an Fuxing,UID_145C4C3C3BCF406F512D9FC2CF4765F9-SRC_681656212
 Cometfist台灣746, ,住宿日期： 2019年4月,方舟旅店 - 長安復興 (中山區) Ark Hotel - Chang'an Fuxing,UID_3319F8F478622E5FB99D25C29ADD792D-SRC_669628983
 designbyjun台灣台北26632, ,住宿日期： 2019年2月,方舟旅店 - 長安復興 (中山區) Ark Hotel - Chang'an Fuxing,UID_BFBEF5017F2704343BE4FAAFBDDD2459-SRC_654204469
 Malaueh新加坡新加坡178, ,,方舟旅店 - 長安復興 (中山區) Ark Hotel - Chang'an Fuxing,UID_4B74996F07AD9A10D44BB609CACA1239-SRC_648936706
 taipeilover20191, ,,悠逸商旅 (士林) UiNN Business Hotel,UID_605E76FA33465C6D5A06FA6C114B65BC-SRC_698121351
 WayneKelso英國Newcastleton22480, ,,悠逸商旅 (士林) UiNN Business Hotel,UID_A839824933ECFBA09BE3A423AA3A1AE2-SRC_690049790
 Jiawei_Lin台灣彰化458, ,住宿日期： 2019年4月,悠逸商旅 (士林) UiNN Business Hotel,UID_0DFF644868ED70C6C441A3C746AED419-SRC_672345258
 Shan0991新加坡新加坡1817, ,,悠逸商旅 (士林) UiNN Business Hotel,UID_150EFC178AA2B939CEB54C33D259CDD4-SRC_673923080
 lily0818台灣台北163, ,住宿日期： 2019年4月,悠逸商旅 (士林) UiNN Business Hotel,UID_F04CBF653D39BA2C3F222EB580DBD8D0-SRC_668669340
kwan,https://www.tripadvisor.com.tw/Profile/kwan0008,2019年7月,路徒行旅 (中正區)Roaders Hotel, 
Chuchu,https://www.tripadvisor.com.tw/Profile/Chuchuman0825,2019年7月,路徒行旅 (中正區)Roaders Hotel, 
Emily,https://www.tripadvisor.com.tw/Profile/emily626hk,2019年7月,路徒行旅 (中正區)Roaders Hotel, 
謦妤 李,https://www.tripadvisor.com.tw/Profile/Navigate413678,2019年7月,路徒行旅 (中正區)Roaders Hotel, 
意好 誠,https://www.tripadvisor.com.tw/Profile/Vacationer410204,2019年7月,路徒行旅 (中正區)Roaders Hotel, 
 Gy_Levente1, ,,台北華國大飯店 (中山區) Imperial Hotel Taipei,UID_4C0374E2C112D47E70DE69D6435951EE-SRC_698143797
 murphymeng2019台灣桃園1, ,,台北華國大飯店 (中山區) Imperial Hotel Taipei,UID_367A6F623736434B24B058FC94AC9459-SRC_696023935
 hawaiilovers133日本東京都47, ,,台北華國大飯店 (中山區) Imperial Hotel Taipei,UID_B399002FDA0DF9E95E2E8032B663EAFC-SRC_689758203
 X9796LQ0台灣台北1, ,住宿日期： 2019年7月,台北華國大飯店 (中山區) Imperial Hotel Taipei,UID_0838009213C35D30B1AB07F02570AAC7-SRC_689126952
 jamesh9310新加坡新加坡93, ,住宿日期： 2019年6月,台北華國大飯店 (中山區) Imperial Hotel Taipei,UID_82440F6BF21BC4054CD24941F31CF69E-SRC_683310390
yfgogo,https://www.tripadvisor.com.tw/Profile/yfgogo,2019年4月,長榮桂冠酒店台北 (中山區)Evergreen Laurel Hotel Taipei, 
David D,https://www.tripadvisor.com.tw/Profile/daviddH4042HM,2019年3月,長榮桂冠酒店台北 (中山區)Evergreen Laurel Hotel Taipei, 
Esther,https://www.tripadvisor.com.tw/Profile/Esther0208,2019年2月,長榮桂冠酒店台北 (中山區)Evergreen Laurel Hotel Taipei, 
TravelbugVietnam,https://www.tripadvisor.com.tw/Profile/TravelbugVietnam,2019年1月,長榮桂冠酒店台北 (中山區)Evergreen Laurel Hotel Taipei, 
DLeong,https://www.tripadvisor.com.tw/Profile/DLeong,2018年12月,長榮桂冠酒店台北 (中山區)Evergreen Laurel Hotel Taipei, 
Kinsang8933,https://www.tripadvisor.com.tw/Profile/Kinsang8933,8月11日,旅樂序精品旅館站前二館 (中正區)Hotel Relax 2, 
Chloe,https://www.tripadvisor.com.tw/Profile/Howaii,8月11日,旅樂序精品旅館站前二館 (中正區)Hotel Relax 2, 
Chloe,https://www.tripadvisor.com.tw/Profile/chloeho522,8月11日,旅樂序精品旅館站前二館 (中正區)Hotel Relax 2, 
Huanglun,https://www.tripadvisor.com.tw/Profile/lun520520,8月4日,旅樂序精品旅館站前二館 (中正區)Hotel Relax 2, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,8月4日,旅樂序精品旅館站前二館 (中正區)Hotel Relax 2, 
phoebefy,https://www.tripadvisor.com.tw/Profile/phoebey189,2019年7月,夾腳拖的家 - 長安122 (大同)Flip Flop Hostel - Garden, 
NoCountryForOldMan,https://www.tripadvisor.com.tw/Profile/NoCountryForOldMan,2019年6月,夾腳拖的家 - 長安122 (大同)Flip Flop Hostel - Garden, 
824pm,https://www.tripadvisor.com.tw/Profile/824pm,2019年5月,夾腳拖的家 - 長安122 (大同)Flip Flop Hostel - Garden, 
morganlin0930,https://www.tripadvisor.com.tw/Profile/morganlin0930,2019年5月,夾腳拖的家 - 長安122 (大同)Flip Flop Hostel - Garden, 
Departure27306001528,https://www.tripadvisor.com.tw/Profile/Departure27306001528,2019年4月,夾腳拖的家 - 長安122 (大同)Flip Flop Hostel - Garden, 
randmarandma,https://www.tripadvisor.com.tw/Profile/randmarandma,2019年6月,璞漣商旅台北車站館 (大同)Hotel Puri - Taipei Station Branch, 
loh,https://www.tripadvisor.com.tw/Profile/lohkuinphei,2019年6月,璞漣商旅台北車站館 (大同)Hotel Puri - Taipei Station Branch, 
Sharon W,https://www.tripadvisor.com.tw/Profile/N7794BWsharonw,2019年3月,璞漣商旅台北車站館 (大同)Hotel Puri - Taipei Station Branch, 
Coraloku,https://www.tripadvisor.com.tw/Profile/coraloku,2019年3月,璞漣商旅台北車站館 (大同)Hotel Puri - Taipei Station Branch, 
911hayleyc,https://www.tripadvisor.com.tw/Profile/911hayleyc,2019年2月,璞漣商旅台北車站館 (大同)Hotel Puri - Taipei Station Branch, 
沈 歐,https://www.tripadvisor.com.tw/Profile/Venture599100,2019年7月,天閣酒店 - 台北信義 (信義區)THE Tango Taipei XinYi, 
Violet Y,https://www.tripadvisor.com.tw/Profile/violety707,2019年7月,天閣酒店 - 台北信義 (信義區)THE Tango Taipei XinYi, 
Marthijn71,https://www.tripadvisor.com.tw/Profile/Marthijn71,2019年3月,天閣酒店 - 台北信義 (信義區)THE Tango Taipei XinYi, 
Isaac_Lee_HK,https://www.tripadvisor.com.tw/Profile/Isaac_Lee_HK,2019年3月,天閣酒店 - 台北信義 (信義區)THE Tango Taipei XinYi, 
狮子头,https://www.tripadvisor.com.tw/Profile/ttzz88,2019年2月,天閣酒店 - 台北信義 (信義區)THE Tango Taipei XinYi, 
MikeC702,https://www.tripadvisor.com.tw/Profile/MikeC702,8月9日,台北北門窩泊旅 (大同)Beimen Wow Poshtel, 
lulubin,https://www.tripadvisor.com.tw/Profile/lumiaomiao,2019年7月,台北北門窩泊旅 (大同)Beimen Wow Poshtel, 
Wen&To,https://www.tripadvisor.com.tw/Profile/eikotsz0412,2019年7月,台北北門窩泊旅 (大同)Beimen Wow Poshtel, 
愛旅遊的台中人,https://www.tripadvisor.com.tw/Profile/koreawawawa,2019年6月,台北北門窩泊旅 (大同)Beimen Wow Poshtel, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,2019年6月,台北北門窩泊旅 (大同)Beimen Wow Poshtel, 
Leo Li,https://www.tripadvisor.com.tw/Profile/mud_horse_leo,2019年7月,台北澄舍商旅 (中山區)Taipei Morning Hotel, 
毓良張,https://www.tripadvisor.com.tw/Profile/Cosmopolitan809342,2019年7月,台北澄舍商旅 (中山區)Taipei Morning Hotel, 
woodsbath,https://www.tripadvisor.com.tw/Profile/woodsbath,2019年7月,台北澄舍商旅 (中山區)Taipei Morning Hotel, 
jia29,https://www.tripadvisor.com.tw/Profile/jia1129,2019年5月,台北澄舍商旅 (中山區)Taipei Morning Hotel, 
doris hsiao,https://www.tripadvisor.com.tw/Profile/doris7739,2019年5月,台北澄舍商旅 (中山區)Taipei Morning Hotel, 
hlc2019,https://www.tripadvisor.com.tw/Profile/hlc201908,8月12日,HOTEL QUOTE Taipei (松山), 
HJYu,https://www.tripadvisor.com.tw/Profile/HJYu,8月10日,HOTEL QUOTE Taipei (松山), 
Sylvia Y,https://www.tripadvisor.com.tw/Profile/SylviaY209,8月10日,HOTEL QUOTE Taipei (松山), 
amy,https://www.tripadvisor.com.tw/Profile/12345amycccckm,8月10日,HOTEL QUOTE Taipei (松山), 
WalterHo,https://www.tripadvisor.com.tw/Profile/WalterHoSze,8月4日,HOTEL QUOTE Taipei (松山), 
Matias,https://www.tripadvisor.com.tw/Profile/matiascruzat,昨天,慕軒飯店 (大安)Madison Taipei Hotel, 
Joe Kang,https://www.tripadvisor.com.tw/Profile/Traveler818195,8月12日,慕軒飯店 (大安)Madison Taipei Hotel, 
MsHsu,https://www.tripadvisor.com.tw/Profile/MsHsu168,8月11日,慕軒飯店 (大安)Madison Taipei Hotel, 
zuorubin,https://www.tripadvisor.com.tw/Profile/songchewang,8月9日,慕軒飯店 (大安)Madison Taipei Hotel, 
Emily,https://www.tripadvisor.com.tw/Profile/emsh18,8月7日,慕軒飯店 (大安)Madison Taipei Hotel, 
Kimberly,https://www.tripadvisor.com.tw/Profile/kinni3chia,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Lee,https://www.tripadvisor.com.tw/Profile/1919letsgo,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Jack,https://www.tripadvisor.com.tw/Profile/jackwM6836SD,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Dirtybomb,https://www.tripadvisor.com.tw/Profile/Dirtybomb,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Ricky,https://www.tripadvisor.com.tw/Profile/O511LV_,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
 Hinson02081, ,住宿日期： 2019年7月,璞漣商旅 西門店 (萬華) Hotel Puri Ximen Branch,UID_9C7CE55A7E52B7700EBC1460D6FD50AB-SRC_690276864
 patss12052, ,,璞漣商旅 西門店 (萬華) Hotel Puri Ximen Branch,UID_73E845270219D857134B4443093006F4-SRC_690156440
 C1069PHdianad新加坡新加坡88, ,,璞漣商旅 西門店 (萬華) Hotel Puri Ximen Branch,UID_6289CE417EF08D7949B73574C0D9A64E-SRC_686411038
 756mcl4814, ,住宿日期： 2019年6月,璞漣商旅 西門店 (萬華) Hotel Puri Ximen Branch,UID_1BBFDDDEAE16CE9EDA29FA91A48F99B7-SRC_678761440
 pb19892003澳門2, ,住宿日期： 2019年4月,璞漣商旅 西門店 (萬華) Hotel Puri Ximen Branch,UID_A29E7D9D8396ED90D63225826A27F7C6-SRC_670652373
Jenny Pek,https://www.tripadvisor.com.tw/Profile/jennyp574,2019年6月,薆悅酒店 (萬華)Inhouse Hotel Heritage, 
Christineyu63,https://www.tripadvisor.com.tw/Profile/Christineyu63,2019年5月,薆悅酒店 (萬華)Inhouse Hotel Heritage, 
Sabrina Swee,https://www.tripadvisor.com.tw/Profile/sabrinaswee,2019年5月,薆悅酒店 (萬華)Inhouse Hotel Heritage, 
Ritzykito,https://www.tripadvisor.com.tw/Profile/ritzykito,2019年4月,薆悅酒店 (萬華)Inhouse Hotel Heritage, 
shan_xd,https://www.tripadvisor.com.tw/Profile/shan_xd,2019年3月,薆悅酒店 (萬華)Inhouse Hotel Heritage, 
 JyunTingTaipei2, ,住宿日期： 2019年7月,老爺會館台北南西- 捷運中山站 (中山區) Royal Inn Taipei Nanxi - MRT Zhongshan Station,UID_62031A82134A5E4BC0DA8B9FB61C77A5-SRC_698748184
 Vanessa0220英國倫敦1, ,住宿日期： 2019年7月,老爺會館台北南西- 捷運中山站 (中山區) Royal Inn Taipei Nanxi - MRT Zhongshan Station,UID_287D4B283968F6F01F51D2609ADB3F4A-SRC_695777516
 harshalshah1972印度孟買1, ,,老爺會館台北南西- 捷運中山站 (中山區) Royal Inn Taipei Nanxi - MRT Zhongshan Station,UID_890FC929A01631B79F31D33BE06C5BA5-SRC_696035852
 DSLRVVM台灣台北192, ,住宿日期： 2019年7月,老爺會館台北南西- 捷運中山站 (中山區) Royal Inn Taipei Nanxi - MRT Zhongshan Station,UID_0116DF76AD5CFC2506E7F745D84F52C4-SRC_691679552
 74freddiey1785, ,住宿日期： 2019年7月,老爺會館台北南西- 捷運中山站 (中山區) Royal Inn Taipei Nanxi - MRT Zhongshan Station,UID_839E3AB81E8949BDA4C96CC2E6E62E5C-SRC_689409236
 Maps6609681, ,住宿日期： 2019年7月,城市商旅-南東館 (松山) City Suites Taipei Nandong,UID_5AD0F14AEA0C8EA4499E3A95CFDDD215-SRC_690395107
 Climber638710111, ,住宿日期： 2019年7月,城市商旅-南東館 (松山) City Suites Taipei Nandong,UID_3EFA9D1879EABAF3B27A24B23B49EE31-SRC_689145296
 Hopefulbigbear1, ,住宿日期： 2019年5月,城市商旅-南東館 (松山) City Suites Taipei Nandong,UID_B5FE5EFA4477966B6E76F82448966764-SRC_671322096
 gaver59571, ,住宿日期： 2019年4月,城市商旅-南東館 (松山) City Suites Taipei Nandong,UID_CA4953377AFB90560712D943AE36BEA1-SRC_664177538
 Yv0nn3chan5655, ,住宿日期： 2019年2月,城市商旅-南東館 (松山) City Suites Taipei Nandong,UID_9A3A2E55EDAAD5736C3E5630BD8D89BF-SRC_663229767
 Cocokwok1, ,住宿日期： 2019年8月,台北 柔美精品商旅 (中山區) Taipei Roumei Boutique Hotel,UID_083824D423C28526503520D9D698954C-SRC_697086576
 thestorm93丹麥Aulum6024, ,,台北 柔美精品商旅 (中山區) Taipei Roumei Boutique Hotel,UID_4C475F8C7CAD0C0E584E7D1D6F878664-SRC_695844546
 Hamish L1, ,,台北 柔美精品商旅 (中山區) Taipei Roumei Boutique Hotel,UID_A8CE4DB063C937985CE727A6C8F28D56-SRC_691693718
 WinWin18881, ,住宿日期： 2019年7月,台北 柔美精品商旅 (中山區) Taipei Roumei Boutique Hotel,UID_3D4343E78F34532BF6BFA2AFB23CD08A-SRC_686596804
 michellezhangsz1, ,,台北 柔美精品商旅 (中山區) Taipei Roumei Boutique Hotel,UID_468C0BC54EEE8560F63CD4D0BF43F8A0-SRC_685128996
Linda,https://www.tripadvisor.com.tw/Profile/twohd,2019年7月,方舟旅店 - 東門館 (中正區)ARK Hotel Dongmen, 
Alyk K,https://www.tripadvisor.com.tw/Profile/alykk,2019年6月,方舟旅店 - 東門館 (中正區)ARK Hotel Dongmen, 
PIGPIGHK,https://www.tripadvisor.com.tw/Profile/PIGPIGHK,2019年6月,方舟旅店 - 東門館 (中正區)ARK Hotel Dongmen, 
愛米,https://www.tripadvisor.com.tw/Profile/Wanderer805101,2019年4月,方舟旅店 - 東門館 (中正區)ARK Hotel Dongmen, 
Crystal W,https://www.tripadvisor.com.tw/Profile/225crystalw,2019年4月,方舟旅店 - 東門館 (中正區)ARK Hotel Dongmen, 
 julietromeocharlie1, ,,Home Hotel (信義區) Home Hotel - Xinyi  Taipei,UID_62F854BB2FDF1B8AC9CED8D2685675B1-SRC_698135418
 Sara H瑞典哥特堡8, ,,Home Hotel (信義區) Home Hotel - Xinyi  Taipei,UID_BC65FD90A80110D3ECD8057536F8E85F-SRC_695730061
 LorettaYan1, ,住宿日期： 2019年7月,Home Hotel (信義區) Home Hotel - Xinyi  Taipei,UID_5032AA420FDF57C7F2F86CCCF8A0EE20-SRC_690532295
 jonandse瑞典斯德哥爾摩17, ,,Home Hotel (信義區) Home Hotel - Xinyi  Taipei,UID_9B8288902E07CC0F6B6E0982818BF81C-SRC_690056715
 artysta4u波蘭Opole11829, ,,Home Hotel (信義區) Home Hotel - Xinyi  Taipei,UID_145CF154323B8EBFE087597FCEE221D8-SRC_686094560
 Joyce8128台灣壽豐174, ,住宿日期： 2019年8月,台北松山意舍酒店 (南港) amba Taipei Songshan,UID_D91DF99926E3397DAD58B3D65EB1EDDA-SRC_697808402
 88enjoytravel331, ,住宿日期： 2019年8月,台北松山意舍酒店 (南港) amba Taipei Songshan,UID_0DAE459A2E4F209E8CEC13C42F890269-SRC_697413153
 like_travel2009香港11328, ,住宿日期： 2019年7月,台北松山意舍酒店 (南港) amba Taipei Songshan,UID_55E8CA075933F1D6F8CF417C921975A1-SRC_697410617
 Colin1023台灣台北2, ,住宿日期： 2019年7月,台北松山意舍酒店 (南港) amba Taipei Songshan,UID_7CA64FB1AD0DCE53B35EB47E884E50EF-SRC_695095260
 puikei2019香港1, ,住宿日期： 2019年7月,台北松山意舍酒店 (南港) amba Taipei Songshan,UID_60EA14F5D7EE237065C174244324644E-SRC_694658160
 dartnelljones英國萊瑟黑德5, ,,兄弟大飯店 (松山) Brother Hotel Taipei,UID_DF02F9F3AAFF2DF1E7BD9C573548158E-SRC_688066110
 marykuo26211, ,住宿日期： 2019年5月,兄弟大飯店 (松山) Brother Hotel Taipei,UID_1A2999551C1D5E6BB812FD3C362FF833-SRC_676429698
 Cometfist台灣746, ,住宿日期： 2019年4月,兄弟大飯店 (松山) Brother Hotel Taipei,UID_3319F8F478622E5FB99D25C29ADD792D-SRC_668057597
 netcattw台灣台北40036, ,住宿日期： 2019年4月,兄弟大飯店 (松山) Brother Hotel Taipei,UID_0795AFA44B00E1281CDAFBB7F9FD7892-SRC_665865777
 Getaway727845台灣台中142, ,住宿日期： 2019年3月,兄弟大飯店 (松山) Brother Hotel Taipei,UID_555EB16BE1CB04F52333A6AC5CB73FCC-SRC_661060016
ICanMakeIt,https://www.tripadvisor.com.tw/Profile/ICanMakeIt,2019年7月,Folio Hotel 臺北大安Folio Hotel Daan Taipei, 
Man Cha,https://www.tripadvisor.com.tw/Profile/ManChaTeas,2019年6月,Folio Hotel 臺北大安Folio Hotel Daan Taipei, 
Jason,https://www.tripadvisor.com.tw/Profile/jaydear66,2019年4月,Folio Hotel 臺北大安Folio Hotel Daan Taipei, 
yen0yen,https://www.tripadvisor.com.tw/Profile/yen0yen,2019年4月,Folio Hotel 臺北大安Folio Hotel Daan Taipei, 
Calliopehk,https://www.tripadvisor.com.tw/Profile/Calliopehk,2019年4月,Folio Hotel 臺北大安Folio Hotel Daan Taipei, 
YING TZU CHI,https://www.tripadvisor.com.tw/Profile/Trista-Chi,昨天,誠品行旅 (信義區)Eslite Hotel, 
玉玲 盧,https://www.tripadvisor.com.tw/Profile/H1907BQ_,8月12日,誠品行旅 (信義區)Eslite Hotel, 
Chung,https://www.tripadvisor.com.tw/Profile/Chung0728,8月11日,誠品行旅 (信義區)Eslite Hotel, 
Calli lin,https://www.tripadvisor.com.tw/Profile/CalliLin,8月5日,誠品行旅 (信義區)Eslite Hotel, 
NANAinTaiwan,https://www.tripadvisor.com.tw/Profile/NANAinTaiwan,8月3日,誠品行旅 (信義區)Eslite Hotel, 
 iamche26菲律賓巴石81, ,,旅晨行旅 (中正區) RE-Change Hotel,UID_8E7C0708E264FFA68F7EB0319329C379-SRC_689863211
 Noonie3008泰國普吉府161, ,,旅晨行旅 (中正區) RE-Change Hotel,UID_7AE2051FAEB5E5431FD7B6B94D322CD6-SRC_686408764
 michellepws1, ,,旅晨行旅 (中正區) RE-Change Hotel,UID_D82F9474DDACA844CC5BC8184EA32169-SRC_680717196
 spacebearchilling泰國曼谷5617, ,,旅晨行旅 (中正區) RE-Change Hotel,UID_4213D9EB56232D41A6B7B4ACE17C3781-SRC_673773562
 nataliemum香港1616, ,住宿日期： 2019年1月,旅晨行旅 (中正區) RE-Change Hotel,UID_0BAF7B180778DB050FE6EC7171F041D9-SRC_655538449
 jay979971, ,住宿日期： 2019年7月,台北西門町意舍 (萬華) amba Taipei Ximending,UID_4EE6EA4B48858A038EB86916F5F0ADD8-SRC_694550664
 Sarathecorer1, ,住宿日期： 2019年7月,台北西門町意舍 (萬華) amba Taipei Ximending,UID_45A774FC74807BB515C59CB6DF889922-SRC_694361829
 LeoC11181, ,住宿日期： 2019年7月,台北西門町意舍 (萬華) amba Taipei Ximending,UID_9B2F690502DADFB445258111AD39B7BD-SRC_694300763
 Alwaystravellingau澳洲堪培拉102, ,,台北西門町意舍 (萬華) amba Taipei Ximending,UID_5DCF8C87E3C6D162B16E4EAD500FB122-SRC_685977272
 janet0wong15522, ,住宿日期： 2019年6月,台北西門町意舍 (萬華) amba Taipei Ximending,UID_79A4A175D8F1D52206E16E0DAE3E5A7F-SRC_679593600
 7816211, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_848140DA8816A2CF6870BEB95C66C8F0-SRC_695219742
 ChrisLo19841, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_6FE1B035744F7944D29D88C8135ABFC4-SRC_693993843
 Afan_H加州山景53, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_4335676273CECBF63D2DE19741242BB4-SRC_693842036
 Jessic3701, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_252B9A5016B4AE9D09807B865D954EAE-SRC_693424386
 WilliamKCLau1, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_563C1DA6B8918D41FC65974C4551E899-SRC_690045098
Shih-Ting Fang,https://www.tripadvisor.com.tw/Profile/sylvia0425,2019年6月,水美溫泉會館 (北投)SweetMe Hotspring Resort, 
SHAWN,https://www.tripadvisor.com.tw/Profile/Flyer733057,2019年3月,水美溫泉會館 (北投)SweetMe Hotspring Resort, 
子華陳,https://www.tripadvisor.com.tw/Profile/blabla_ball,2019年2月,水美溫泉會館 (北投)SweetMe Hotspring Resort, 
800nancy,https://www.tripadvisor.com.tw/Profile/800nancy,2019年2月,水美溫泉會館 (北投)SweetMe Hotspring Resort, 
鑽 石,https://www.tripadvisor.com.tw/Profile/atri0714,2019年2月,水美溫泉會館 (北投)SweetMe Hotspring Resort, 
Jose K,https://www.tripadvisor.com.tw/Profile/josek437,2016年12月,麗敦精緻旅店 (士林)Reedon Boutique Hotel, 
csyang c,https://www.tripadvisor.com.tw/Profile/csyangc,2016年10月,麗敦精緻旅店 (士林)Reedon Boutique Hotel, 
Cheryl_Hisokihisoka,https://www.tripadvisor.com.tw/Profile/Cheryl_Hisokihisoka,2016年8月,麗敦精緻旅店 (士林)Reedon Boutique Hotel, 
Bzh W,https://www.tripadvisor.com.tw/Profile/BzhW1,2016年6月,麗敦精緻旅店 (士林)Reedon Boutique Hotel, 
Christine K,https://www.tripadvisor.com.tw/Profile/christinekhor,2016年6月,麗敦精緻旅店 (士林)Reedon Boutique Hotel, 
 hchwang台灣嘉義2, ,住宿日期： 2019年7月,儷夏商旅 - 西門町西寧館 (萬華) Muzik Hotel - Ximending Xining Branch,UID_8C24E3692F66BF1F1C63357A30AE2211-SRC_694785110
 Resort809044台灣嘉義縣228, ,住宿日期： 2019年7月,儷夏商旅 - 西門町西寧館 (萬華) Muzik Hotel - Ximending Xining Branch,UID_6BC2B235F0C1F3E93DA2A6D13BE0E3B1-SRC_691651985
 sjaazy台灣萬華1, ,,儷夏商旅 - 西門町西寧館 (萬華) Muzik Hotel - Ximending Xining Branch,UID_4E0A89984CEA5D62D7DBA49302F5AC86-SRC_692031541
 siu1117香港7817, ,住宿日期： 2019年6月,儷夏商旅 - 西門町西寧館 (萬華) Muzik Hotel - Ximending Xining Branch,UID_1F1B4A8093D9DCE0E5A2BF816B438899-SRC_688419730
 Florida C1, ,,儷夏商旅 - 西門町西寧館 (萬華) Muzik Hotel - Ximending Xining Branch,UID_23BA6DCB951ADC743E2104B09126C845-SRC_688398437
PC CHIU,https://www.tripadvisor.com.tw/Profile/_X1733YK,2019年7月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
ZenLim35,https://www.tripadvisor.com.tw/Profile/ZenLim35,2019年6月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
justshao,https://www.tripadvisor.com.tw/Profile/justshao,2019年5月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
gigime77,https://www.tripadvisor.com.tw/Profile/gigime77,2019年5月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
JJ0987,https://www.tripadvisor.com.tw/Profile/JJ0987,2019年4月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
supermansmile,https://www.tripadvisor.com.tw/Profile/supermansmile,2019年7月,Hotel Papa Whale (萬華), 
Hazel T,https://www.tripadvisor.com.tw/Profile/272hazelt,2019年7月,Hotel Papa Whale (萬華), 
Eugene K,https://www.tripadvisor.com.tw/Profile/EugeneK1066,2019年7月,Hotel Papa Whale (萬華), 
Ryan C,https://www.tripadvisor.com.tw/Profile/RyanChengTW,2019年7月,Hotel Papa Whale (萬華), 
Anne C,https://www.tripadvisor.com.tw/Profile/AnneCh0125,2019年6月,Hotel Papa Whale (萬華), 
 Ambassador36874468536, ,住宿日期： 2018年9月,馥麗精品旅館 (內湖) Elegance Hotel,UID_1236F4346F00529F284B152F6BA7BFB9-SRC_646688007
 Ryan C977, ,住宿日期： 2018年9月,馥麗精品旅館 (內湖) Elegance Hotel,UID_51D5F32F4A141FAE4E89388927D14277-SRC_615627129
 TRAVELISSOGOOD台灣6223, ,住宿日期： 2017年6月,馥麗精品旅館 (內湖) Elegance Hotel,UID_EEBE9104383CB5680A46E351CC155863-SRC_582748702
 HkCurrywurstHK4713, ,住宿日期： 2017年6月,馥麗精品旅館 (內湖) Elegance Hotel,UID_035F513618E94E5B68E0B0BF3373C180-SRC_494415811
